depth,threshold,feature,value
9,0.7468646466732025,1,
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 22.]
10,0.4223516881465912,0,
11,,,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
7,0.423642098903656,0,
8,,,[ 0.  0.  0. 28.  0.  0.  0.  0.  0.  0.]
8,,,[0. 0. 0. 0. 8. 0. 0. 0. 0. 0.]
5,0.9922982752323151,3,
6,0.6217918694019318,1,
7,-0.3896160125732422,2,
8,,,[ 0.  0.  0. 36.  0.  0.  0.  0.  0.  0.]
8,0.95279860496521,3,
9,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.]
9,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
7,0.4206803888082504,0,
8,0.9301723837852478,3,
9,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
9,0.3597296476364136,0,
10,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
10,,,[ 0.  0.  0.  0.  0. 13.  0.  0.  0.  0.]
8,-0.5270581841468811,2,
9,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 18.  0.]
9,0.7502929866313934,1,
10,0.45162658393383026,0,
11,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
11,,,[ 0.  5.  5.  0. 10.  2.  0.  6.  5.  0.]
10,,,[0. 0. 0. 0. 0. 6. 0. 0. 0. 0.]
6,0.6284548342227936,1,
7,,,[ 0.  0.  0. 43.  0.  0.  0.  1.  0.  0.]
7,,,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
3,0.6048008501529694,0,
4,-0.19664374738931656,3,
5,-0.559506356716156,3,
6,-0.8311398327350616,3,
7,-0.5122006237506866,2,
8,0.5864289700984955,0,
9,,,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
9,,,[0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
8,0.6344336569309235,1,
9,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
9,-0.32004203647375107,2,
10,0.5408211946487427,0,
11,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
11,,,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 0. 0. 0. 6. 0. 0.]
7,-0.8140159547328949,2,
8,0.5466673076152802,0,
9,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
9,,,[0. 0. 5. 0. 0. 0. 0. 0. 0. 0.]
8,-0.7469444274902344,3,
9,0.5895337462425232,0,
10,,,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
9,0.5261933505535126,0,
10,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
10,,,[ 0.  0.  0.  0. 17.  0.  0.  0.  0.  0.]
6,0.5544874966144562,0,
7,,,[ 0.  0.  0. 34.  0.  0.  0.  0.  0.  0.]
7,-0.30481958389282227,3,
8,0.572138249874115,0,
9,,,[0. 0. 7. 0. 0. 0. 0. 0. 0. 0.]
9,,,[ 0.  0.  0.  0. 10.  0.  0.  0.  0.  0.]
8,-0.22191329300403595,3,
9,0.6033872961997986,0,
10,,,[0. 0. 0. 0. 0. 0. 0. 9. 0. 0.]
10,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
9,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
5,-0.6901478171348572,2,
6,0.6036075055599213,0,
7,0.6926327049732208,1,
8,0.5251917541027069,0,
9,0.1115101482719183,3,
10,,,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
9,0.623998761177063,1,
10,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
10,0.7116302847862244,3,
11,,,[ 0. 40.  9.  0. 10.  8.  0.  0.  0.  0.]
11,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
8,0.08596161380410194,3,
9,0.6989912688732147,1,
10,0.6978725492954254,1,
11,,,[0. 0. 0. 0. 0. 8. 0. 0. 0. 0.]
11,,,[0. 8. 0. 0. 3. 0. 0. 0. 0. 0.]
10,0.5905750691890717,0,
11,,,[ 0.  1.  0.  0.  1. 22.  0.  0.  0.  0.]
11,,,[0. 1. 0. 0. 1. 0. 0. 0. 0. 0.]
9,0.7076693773269653,1,
10,0.7066580057144165,1,
11,,,[0. 4. 3. 0. 0. 4. 0. 0. 0. 0.]
11,,,[ 0. 10.  0.  0.  0.  0.  0.  0.  0.  0.]
10,,,[0. 0. 6. 0. 0. 0. 0. 0. 0. 0.]
7,-0.9328786432743073,2,
8,0.7079662680625916,1,
9,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
9,0.0,3,
10,,,[ 0.  0. 15.  0.  0.  0.  0.  0.  0.  0.]
10,,,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
8,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
6,-0.6306055188179016,2,
7,0.6791650056838989,1,
8,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 24.  0.]
8,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
7,0.6819585561752319,1,
8,0.004280600696802139,2,
9,0.5242449045181274,0,
10,,,[0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.5730873644351959,0,
11,,,[0. 4. 3. 0. 0. 0. 0. 6. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
9,,,[0. 7. 0. 0. 0. 0. 0. 0. 0. 0.]
8,0.9622288942337036,3,
9,0.6911565661430359,1,
10,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 0. 8. 0. 0. 0. 0.]
9,0.9769294559955597,3,
10,0.6003381609916687,0,
11,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
11,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
10,,,[0. 7. 0. 0. 0. 0. 0. 0. 0. 0.]
4,0.9997629523277283,1,
5,0.6164419054985046,0,
6,0.23016919195652008,3,
7,0.7441118359565735,1,
8,0.708177387714386,1,
9,0.7071965634822845,1,
10,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 17.  0.]
9,-0.9909473955631256,2,
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 14.  0.]
10,0.7335934042930603,1,
11,,,[ 0.  0.  0.  0.  3. 11.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 6. 0. 0. 3. 0. 0.]
8,0.7468376457691193,1,
9,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
9,-0.7865111231803894,3,
10,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
10,,,[0. 0. 6. 0. 0. 0. 0. 0. 0. 0.]
7,0.9942971169948578,3,
8,0.701805591583252,1,
9,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
9,,,[ 0.  0.  0.  0.  0.  0.  0. 13.  0.  0.]
8,,,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
6,0.7435500621795654,1,
7,-0.7030308544635773,2,
8,0.7435456812381744,1,
9,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
9,-0.9904957711696625,2,
10,,,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.26175357401371,3,
11,,,[28.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[8. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
8,0.6262193322181702,0,
9,,,[0. 0. 0. 0. 0. 0. 0. 8. 0. 0.]
9,,,[0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
7,-0.6742188036441803,3,
8,-0.625202089548111,2,
9,,,[0. 0. 0. 0. 0. 0. 0. 9. 0. 0.]
9,-0.8380975425243378,3,
10,,,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
10,0.6164508163928986,0,
11,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
11,,,[0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
8,-0.6352204978466034,3,
9,,,[13.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
9,0.13302447646856308,3,
10,0.7479281723499298,1,
11,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
11,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
10,-0.8623520731925964,2,
11,,,[0. 0. 0. 0. 0. 4. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
5,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 18.  0.]
1,0.617121011018753,1,
2,0.6638685166835785,0,
3,0.2551651746034622,1,
4,0.18636761605739594,1,
5,0.6105142533779144,0,
6,-0.15430310368537903,3,
7,-0.8013314008712769,3,
8,-0.9866487979888916,3,
9,-0.988013505935669,3,
10,0.409764364361763,0,
11,,,[ 0.  0.  0.  0.  2.  0.  0. 11. 28.  0.]
11,,,[ 0.  3.  5.  0. 33.  0.  0.  7.  9.  0.]
10,0.13000769913196564,1,
11,,,[ 0.  0.  0.  0.  0.  0. 62.  0.  0.  0.]
11,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
9,0.3926578313112259,0,
10,0.2963493764400482,0,
11,,,[19.  0.  3.  0. 11.  0.  0.  6.  0.  0.]
11,,,[ 0.  2.  2.  0.  2.  0.  0. 24.  0.  0.]
10,0.39719457924366,0,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.]
11,,,[ 18.   7.  17.   0. 112.   0.   0.  58.  81.   8.]
8,0.14892899245023727,1,
9,0.09795213118195534,1,
10,0.05361011251807213,1,
11,,,[ 0.  2. 26.  0. 33.  0.  0. 30.  0.  0.]
11,,,[10.  8. 67.  0. 15.  5.  0. 22.  0.  0.]
10,0.5367490351200104,0,
11,,,[60.  4. 58.  0. 35.  6.  0. 37.  0. 11.]
11,,,[28. 14. 20.  0. 49.  3. 58. 10.  0.  0.]
9,0.6064102947711945,0,
10,0.6453242003917694,2,
11,,,[  0.   4. 112.   0.  47.  18.   0.  32.  16.   0.]
11,,,[ 0.  2.  0.  0.  0.  0.  0. 10. 14.  0.]
10,0.6065716445446014,0,
11,,,[0. 0. 0. 0. 0. 0. 0. 0. 9. 0.]
11,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
7,0.3932490199804306,0,
8,0.6253584623336792,3,
9,0.8843180537223816,2,
10,0.35682570934295654,0,
11,,,[23. 11. 15.  0.  8. 24.  0. 26. 17.  0.]
11,,,[ 0.  4. 13.  0.  3. 44.  0.  3.  0.  0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 17.  0.]
9,-0.13299499824643135,2,
10,0.05021524615585804,1,
11,,,[62.  0. 21.  0.  7. 14.  0. 17.  0.  0.]
11,,,[ 0.  0. 26.  0. 17. 11.  0.  2. 11.  0.]
10,0.3630380630493164,0,
11,,,[  0.   6.   9.   0.   7.   1.   0.   5. 160.   0.]
11,,,[ 0.  0.  2.  0.  1. 20.  0. 16. 44.  0.]
8,0.732487291097641,3,
9,0.04656335525214672,1,
10,0.40574055910110474,0,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 30.]
11,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
10,0.30490992963314056,3,
11,,,[ 70.  45.  76.   0.  27.  31.  58.  53.  73. 138.]
11,,,[ 70. 201.  67.   0.  46. 263.  52.  39.  22.  50.]
9,-0.14153505116701126,2,
10,-0.25950218737125397,2,
11,,,[113.  19. 114.   0. 158. 116.  54. 157.  77.  38.]
11,,,[  3.   1.  19.   0.  24.  19.   0.  23.  14. 110.]
10,0.9937373995780945,3,
11,,,[ 15.  25.  24.   0.   6.  41.   0.  80. 278.   0.]
11,,,[10.  6. 34.  0. 10. 31.  0. 30. 30.  0.]
6,0.6215342283248901,0,
7,0.09016190096735954,1,
8,-0.6901478171348572,2,
9,0.6167973577976227,0,
10,0.19524675980210304,3,
11,,,[0. 0. 0. 0. 2. 0. 0. 6. 0. 0.]
11,,,[ 0.  0.  0.  0.  1.  0.  0.  0.  0. 48.]
10,0.07487564161419868,1,
11,,,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 2. 1. 0. 0. 2. 0. 4. 0. 0.]
9,-0.6163811981678009,2,
10,,,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
10,0.942358136177063,3,
11,,,[0. 2. 0. 0. 9. 0. 0. 2. 0. 0.]
11,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
8,0.10291462577879429,3,
9,0.6160858869552612,0,
10,0.6106395423412323,0,
11,,,[ 0.  0.  0.  0.  0.  0. 48.  0.  0.  0.]
11,,,[ 9.  0.  2.  0.  2.  0.  0.  5. 18.  0.]
10,-0.8976103961467743,2,
11,,,[  0.   0.   5.   0.   2.   0. 255.   0.   0.   0.]
11,,,[0. 0. 2. 0. 0. 2. 0. 2. 0. 0.]
9,0.4402577430009842,3,
10,-0.9191497564315796,2,
11,,,[0. 2. 2. 0. 0. 0. 0. 0. 0. 0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 13.]
10,0.9611874222755432,3,
11,,,[ 0.  0.  6.  0.  5. 12.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
7,0.17225875705480576,1,
8,0.09786345437169075,1,
9,-0.3006415367126465,2,
10,0.6389158070087433,0,
11,,,[0. 0. 1. 0. 6. 2. 0. 6. 0. 0.]
11,,,[16.  2.  1.  0.  0.  0.  0.  0.  0.  0.]
10,0.6247408092021942,0,
11,,,[0. 5. 0. 0. 1. 0. 0. 4. 0. 0.]
11,,,[ 0.  0.  0.  0.  1.  0.  0.  2. 46.  0.]
9,-0.9469526708126068,2,
10,-0.952342301607132,2,
11,,,[18.  2.  0.  0.  5.  4.  0.  3.  0. 16.]
11,,,[ 0.  0.  0.  0.  0.  6. 53.  0.  0.  0.]
10,-0.7146469056606293,2,
11,,,[ 0. 31.  5.  0. 14. 31.  0.  2.  0.  0.]
11,,,[13.  1. 23.  0. 13.  5.  0. 26.  0.  0.]
8,0.15430310368537903,3,
9,-0.16278288513422012,3,
10,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 35.]
9,0.9710853099822998,3,
10,0.643207311630249,0,
11,,,[0. 0. 0. 0. 0. 5. 0. 3. 0. 0.]
11,,,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 14.]
5,0.5083774626255035,0,
6,0.4460735023021698,0,
7,-0.9904498755931854,3,
8,0.39203397929668427,0,
9,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
9,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 20.  0.]
8,0.21771516650915146,2,
9,0.3523924648761749,0,
10,0.20535769313573837,1,
11,,,[ 0.  2. 16.  0.  9.  4.  0.  2.  0.  0.]
11,,,[ 0.  0.  2.  0. 15. 41.  0. 21.  0.  0.]
10,0.2198711410164833,1,
11,,,[ 0. 19.  8.  0.  7.  3.  0. 11.  0.  0.]
11,,,[ 0.  2. 22.  0. 12.  0.  0.  6.  0.  0.]
9,0.4518652483820915,2,
10,,,[17.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0. 11.  0.  0.]
7,0.20491459965705872,3,
8,0.23256734758615494,1,
9,0.20896471291780472,1,
10,0.012699976563453674,2,
11,,,[  0.   0.   1. 165.   3.   3.   0.   0.   0.   0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
10,0.4670315831899643,0,
11,,,[ 0.  0.  0. 27.  0.  0.  0.  0.  0.  0.]
11,,,[0. 3. 3. 0. 4. 0. 0. 7. 0. 0.]
9,0.2376946434378624,1,
10,,,[0. 0. 6. 0. 0. 0. 0. 0. 0. 0.]
10,,,[26.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,0.20083823800086975,1,
9,0.49298422038555145,0,
10,,,[23.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
10,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
9,0.8596139848232269,3,
10,0.6201813519001007,3,
11,,,[ 0. 11.  0.  0.  2.  0.  0.  0.  0.  0.]
11,,,[0. 0. 3. 0. 0. 0. 0. 2. 0. 0.]
10,0.9377264976501465,3,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 19.  0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
6,-0.10309787839651108,3,
7,-0.30490992963314056,3,
8,0.5616171061992645,0,
9,0.2483348622918129,1,
10,-0.9960675537586212,3,
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,,,[  0.   0.   2.   0.   4.   0. 162.   3.   0.   0.]
10,0.24982742220163345,1,
11,,,[ 0.  0.  0. 26.  0.  0.  0.  0.  0.  0.]
11,,,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
9,0.6387527287006378,0,
10,0.2130960375070572,1,
11,,,[ 0.  3. 29.  0.  6.  0.  0. 11.  0.  0.]
11,,,[ 0. 13. 20.  0. 61.  9.  0. 41. 30.  0.]
10,0.20033622533082962,1,
11,,,[ 0.  0.  0.  0.  0.  0. 62.  0.  0.  0.]
11,,,[ 0.  5.  1.  0. 12.  0.  0. 14.  7.  0.]
8,0.5862031877040863,0,
9,0.22333769500255585,1,
10,0.5552668273448944,0,
11,,,[0. 0. 6. 0. 1. 0. 0. 0. 0. 0.]
11,,,[  9.   0.   2.   0.   0.   0. 135.   3.   0.   0.]
10,,,[  0.   0.   0.   0.   0.   0. 140.   0.   0.   0.]
9,0.21629580855369568,1,
10,-0.1542573794722557,3,
11,,,[  0.   0.   8.   0.   0.   0. 131.   0.   0.   0.]
11,,,[0. 4. 1. 0. 0. 0. 0. 3. 0. 0.]
10,0.21794109046459198,1,
11,,,[12.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[ 0.  0.  4.  0. 14.  0.  0.  3.  0.  0.]
7,0.21029502153396606,1,
8,0.3933570384979248,3,
9,0.6246814727783203,0,
10,0.15384607389569283,3,
11,,,[0. 2. 0. 0. 1. 0. 0. 2. 0. 0.]
11,,,[34.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
10,-0.9843382239341736,2,
11,,,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
11,,,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
9,0.43661484122276306,3,
10,,,[ 0.  0.  0.  0.  0.  0. 54.  0.  0.  0.]
10,0.1902451515197754,1,
11,,,[ 0. 17.  2.  0.  3.  7.  0.  5.  0.  0.]
11,,,[ 14.   4.  10.   0.   5.  19. 152.   5.   0.   0.]
8,0.6213055551052094,0,
9,0.828762412071228,3,
10,0.5231595039367676,0,
11,,,[ 0.  0.  0.  0.  0. 16.  0.  0.  0.  0.]
11,,,[ 10. 104.  28.   0.  18.  79.   0.  16.   7.   0.]
10,0.8358945250511169,3,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 19.  0.]
11,,,[168.  30.  43.   0.  48.  43.   0.  34.  32.  17.]
9,0.21771516650915146,2,
10,0.20509690046310425,3,
11,,,[11. 11.  0.  0.  1.  5.  0.  4.  0. 51.]
11,,,[ 27.  49.  37.   0.  44. 148.   0.  43.  24.  47.]
10,0.6288971602916718,0,
11,,,[0. 4. 0. 0. 0. 5. 0. 2. 8. 0.]
11,,,[ 0.  2.  0.  0.  0.  0.  0.  2. 31.  0.]
4,-0.15430310368537903,3,
5,-0.8900193572044373,3,
6,0.5134007930755615,0,
7,0.5065477788448334,0,
8,0.3763626515865326,0,
9,0.5326824188232422,1,
10,0.3504491299390793,0,
11,,,[ 0.  2.  0.  0. 11.  0.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
10,-0.9750555157661438,3,
11,,,[0. 0. 0. 0. 4. 0. 0. 2. 0. 0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  1. 37.  0.]
9,-0.951021283864975,3,
10,-0.10737737268209457,2,
11,,,[ 0.  7.  0.  0. 17.  0.  0. 15. 21.  0.]
11,,,[ 0.  7.  0.  0. 22.  0.  0. 12.  0.  0.]
10,-0.341558113694191,2,
11,,,[ 0.  3.  1.  0. 10.  0.  0.  3.  0.  0.]
11,,,[ 0.  0.  1.  0. 14.  0.  0.  0.  0.  0.]
8,0.512208104133606,0,
9,0.5098490715026855,0,
10,-0.2925895005464554,2,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  2. 39.  0.]
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
10,0.5110466480255127,0,
11,,,[0. 0. 0. 0. 1. 0. 0. 4. 0. 0.]
11,,,[0. 0. 0. 0. 8. 0. 0. 0. 0. 0.]
9,-0.32475176453590393,2,
10,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.35784749686717987,1,
11,,,[ 0.  0.  0.  0.  1.  0.  0.  1. 31.  0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 28.  0.]
7,0.4053224176168442,1,
8,0.37689387798309326,1,
9,-0.8995975255966187,3,
10,0.6534929275512695,0,
11,,,[ 10.  38.  17.   0. 143.   4.   0.  51.  26.   0.]
11,,,[17.  0.  3.  0.  4.  0.  0.  3.  0.  0.]
10,0.6096967458724976,0,
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 19.  0.]
9,-0.22610731422901154,2,
10,-0.952409565448761,3,
11,,,[ 0.  0.  0.  0.  2.  0.  0.  1. 38.  0.]
11,,,[0. 0. 0. 0. 5. 0. 0. 0. 0. 0.]
10,-0.9778121411800385,3,
11,,,[0. 0. 0. 0. 5. 0. 0. 1. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
8,-0.4054107069969177,2,
9,0.5975831747055054,0,
10,0.4824149161577225,1,
11,,,[ 0.  0.  0. 66.  3.  0.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
10,-0.8995975255966187,3,
11,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
11,,,[0. 0. 0. 0. 1. 0. 0. 1. 0. 0.]
9,-0.2344566509127617,2,
10,0.5822314918041229,1,
11,,,[ 0.  0.  0.  0. 36.  0.  0.  2.  0.  0.]
11,,,[0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
10,0.6404686272144318,0,
11,,,[13.  0. 11.  0.  4.  0.  0. 19.  7.  0.]
11,,,[ 0.  6.  0. 36.  8.  0.  0.  2.  0.  0.]
6,0.49648596346378326,1,
7,0.3322884291410446,1,
8,0.6344683766365051,0,
9,0.2624301463365555,1,
10,0.529636412858963,0,
11,,,[  0.   0.   3.  32.   7.   0. 117.   0.   0.   0.]
11,,,[ 0.  3.  7. 86. 13.  0. 51.  6.  0.  0.]
10,0.6240482926368713,0,
11,,,[ 20.  12.  98. 162.  95.   4.  41.  61.  62.  32.]
11,,,[  0.   0.  10. 126.   8.   4.   0.   4.   0.   0.]
9,-0.3374103903770447,3,
10,0.6496526002883911,0,
11,,,[ 14.   2.   3.   0.   7.   0. 187.   7.   9.   0.]
11,,,[10.  3.  9. 36.  9.  1.  0.  4.  0.  0.]
10,-0.20509690046310425,3,
11,,,[18.  0.  4.  0.  1.  0.  0.  1.  0.  0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 20.]
8,-0.9158303439617157,2,
9,0.5061820149421692,0,
10,0.48234032094478607,0,
11,,,[25.  2. 13.  0. 10.  0.  0.  1.  0.  0.]
11,,,[  9.   3.  17. 168.   1.   0.   0.   5.   0.   0.]
10,0.6269553601741791,0,
11,,,[ 19.  16. 192.   0.  68.  21.   0.  79.  48.  13.]
11,,,[ 0.  2. 11. 91. 11.  0.  0. 14.  0.  0.]
9,-0.4824898689985275,2,
10,0.42716699838638306,1,
11,,,[  5.  39. 183.   0. 112.   6.  65.  84.  15.  62.]
11,,,[103.  10. 108.  25.  90.   7.   0.  51.  25.  23.]
10,0.4575258493423462,1,
11,,,[ 0.  7.  3.  0.  5.  3.  0.  5. 19.  0.]
11,,,[ 0.  0.  1.  0.  2.  0. 76.  5.  0.  0.]
7,0.5907827913761139,1,
8,0.4849081486463547,0,
9,-0.5304155349731445,3,
10,-0.5631455183029175,3,
11,,,[18.  4. 21.  0. 20.  5.  0. 10. 15.  0.]
11,,,[21.  0.  0.  0.  0.  4.  0.  0.  0.  0.]
10,0.2116142213344574,0,
11,,,[0. 0. 0. 0. 7. 0. 0. 0. 0. 0.]
11,,,[ 0.  5. 30.  0. 18.  0.  0. 21.  0.  0.]
9,-0.30490992963314056,3,
10,-0.8840347826480865,3,
11,,,[ 0.  0.  0. 34.  0.  0.  0.  0.  0.  0.]
11,,,[ 41.   3.  46.   0.  49.   4. 555.  21.  64.   0.]
10,0.590557187795639,1,
11,,,[20.  2.  7.  0. 10.  4.  0.  4.  0. 14.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 20.]
8,-0.7146469056606293,2,
9,-0.903986394405365,2,
10,0.4940033107995987,0,
11,,,[ 0.  0.  1.  0.  2.  0.  0. 11.  0.  0.]
11,,,[ 0.  0. 11.  0.  3.  0.  0.  5.  0.  0.]
10,0.42596235871315,0,
11,,,[0. 0. 5. 0. 2. 0. 0. 7. 0. 0.]
11,,,[ 0.  0. 27.  0.  1.  0.  0.  4.  0.  0.]
9,0.12989884614944458,2,
10,0.6140871942043304,1,
11,,,[ 0.  5.  3.  0. 15.  0.  0.  7.  0.  0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 19.  0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 24.  0.]
5,-0.7497986555099487,2,
6,0.6235496401786804,0,
7,0.26155613362789154,1,
8,0.2581369876861572,1,
9,-0.9012011587619781,2,
10,-0.9253760576248169,2,
11,,,[0. 4. 2. 0. 0. 0. 0. 3. 0. 0.]
11,,,[18.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
10,0.4785742461681366,3,
11,,,[0. 0. 0. 0. 0. 3. 0. 3. 0. 0.]
11,,,[ 0. 12.  4.  0.  1.  8.  0.  0.  0.  0.]
9,0.5664225518703461,0,
10,-0.8844628632068634,2,
11,,,[  0.   5.   0. 289.   0.   4.   0.   0.   0.   0.]
11,,,[0. 0. 0. 0. 1. 0. 0. 2. 0. 0.]
10,0.6042535603046417,0,
11,,,[0. 1. 2. 0. 0. 8. 0. 0. 0. 0.]
11,,,[0. 5. 1. 0. 1. 0. 0. 1. 0. 0.]
8,0.20509690046310425,3,
9,0.4078662544488907,1,
10,-0.9904957711696625,2,
11,,,[16. 57. 87. 34. 44. 28.  0. 22. 29. 89.]
11,,,[ 0. 70. 24.  0.  9. 11.  0. 14.  0. 81.]
10,0.4728144556283951,0,
11,,,[23. 76. 20.  0. 34. 26.  0. 16.  0.  0.]
11,,,[112.  80.  36. 222.  40.  54.   0.  21.   4. 109.]
9,0.4246794730424881,1,
10,0.40075115859508514,0,
11,,,[ 0. 14.  1. 54.  2.  5.  0.  9.  0.  0.]
11,,,[ 92. 575. 234.   0.  85. 393.   0. 113.  19. 194.]
10,0.5424925982952118,1,
