depth,threshold,feature,value
10,0.1500498354434967,2,
11,,,[0. 1. 2. 0. 8. 5. 0. 6. 0. 0.]
11,,,[ 0.  0.  4.  0.  0.  5.  0.  0. 13.  0.]
10,0.47572435438632965,0,
11,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
11,,,[ 0. 13.  1.  0.  0.  0.  0.  0.  0.  0.]
7,0.13253825902938843,1,
8,0.12230494618415833,1,
9,0.08408795297145844,1,
10,0.36858299374580383,0,
11,,,[0. 0. 0. 0. 0. 0. 0. 0. 5. 0.]
11,,,[ 0.  0.  3.  0.  0. 12.  0.  3.  0.  0.]
10,0.23448270559310913,2,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  4. 28.  0.]
11,,,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
9,,,[26.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,0.34679195284843445,0,
9,0.19854509830474854,1,
10,,,[11.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
10,0.259282186627388,0,
11,,,[0. 2. 0. 0. 0. 0. 0. 2. 0. 0.]
11,,,[0. 0. 0. 0. 0. 7. 0. 0. 0. 0.]
9,0.5339546203613281,0,
10,0.5339412689208984,0,
11,,,[ 0. 18. 14.  0.  1.  4.  0. 30.  8.  0.]
11,,,[0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.36453838646411896,1,
11,,,[ 0.  2. 14.  0.  0. 15.  0. 42.  0.  0.]
11,,,[ 0.  3.  0.  0.  0. 16.  0.  4.  0.  0.]
5,0.2266920506954193,1,
6,0.9536456763744354,3,
7,0.16389057040214539,1,
8,0.6900711357593536,2,
9,0.5772702395915985,2,
10,0.3816750794649124,2,
11,,,[ 0.  5.  4.  0.  0. 11.  0. 25. 58.  0.]
11,,,[ 0.  6.  5.  0.  1. 23.  0. 52. 55.  0.]
10,0.7902337610721588,0,
11,,,[ 0.  0.  0.  0.  0.  0.  0. 22.  0.  0.]
11,,,[ 0.  9.  0.  0.  0.  4.  0. 23.  0.  0.]
9,0.8048915565013885,0,
10,0.5160432755947113,3,
11,,,[ 0.  2.  0.  0.  0.  0.  0. 19.  4.  0.]
11,,,[ 0.  0.  0.  0.  1.  0.  0. 20. 44.  0.]
10,0.16064311563968658,1,
11,,,[ 0.  0.  0.  0.  0.  0.  0. 10. 88.  0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
8,0.7579410076141357,0,
9,0.17111413925886154,1,
10,0.6985258162021637,3,
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
11,,,[ 0.  2.  0.  0.  0.  0.  0.  0. 25.  0.]
10,0.21239661425352097,1,
11,,,[ 0.  3.  0.  0.  0.  0.  0. 20.  0.  0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 15.]
9,0.35032767802476883,3,
10,0.79501673579216,0,
11,,,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
10,0.21627189218997955,1,
11,,,[  0.   0.   0.   0.   0.   0.   0.   6. 134.   0.]
11,,,[0. 2. 0. 0. 0. 0. 0. 5. 0. 0.]
7,0.20088311284780502,2,
8,0.9886409640312195,3,
9,0.8379550278186798,0,
10,0.7457510232925415,0,
11,,,[ 0.  0.  8.  0.  0.  0.  0.  9. 39.  0.]
11,,,[14.  5.  3.  0.  1. 18.  0. 21. 10. 41.]
10,0.985911637544632,3,
11,,,[ 0.  1.  0.  0.  0.  2.  0.  0. 45.  0.]
11,,,[0. 0. 0. 0. 0. 3. 0. 5. 0. 0.]
9,0.15475500375032425,1,
10,0.8062362670898438,0,
11,,,[0. 4. 1. 0. 0. 0. 0. 5. 0. 0.]
11,,,[13.  0.  0.  0.  0.  0.  0.  2.  0.  0.]
10,0.8149576187133789,0,
11,,,[0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 1. 2. 0. 3. 8. 0.]
8,0.8250983357429504,0,
9,0.8174594938755035,0,
10,0.7897569835186005,0,
11,,,[ 0.  9.  0.  0.  2.  3.  0. 20. 22. 61.]
11,,,[ 0.  3.  5.  0.  0.  7.  0. 13.  0.  0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 22.]
9,0.8363691568374634,0,
10,0.23448270559310913,2,
11,,,[0. 0. 2. 0. 0. 4. 0. 1. 0. 0.]
11,,,[7. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.9679019451141357,3,
11,,,[ 0.  0.  0.  0.  0.  0.  0. 12.  0.  0.]
11,,,[0. 7. 0. 0. 0. 0. 0. 4. 0. 0.]
6,0.32915735244750977,1,
7,0.24379809945821762,1,
8,0.8017075657844543,0,
9,0.5770991742610931,2,
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 88.  0.]
10,,,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
9,0.23568043112754822,1,
10,0.23215177655220032,1,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  1. 61.  0.]
11,,,[ 0.  0.  2.  0.  0.  0.  0.  0. 13.  0.]
10,,,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
8,0.2656899392604828,1,
9,0.9316187500953674,0,
10,0.9872031509876251,3,
11,,,[ 0. 15.  8.  0.  0.  6.  0. 23. 89.  0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0. 10.  0.  0.]
10,0.32360828667879105,2,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 22.]
11,,,[0. 0. 0. 0. 0. 0. 0. 6. 0. 0.]
9,0.4530557245016098,3,
10,0.20264788903295994,3,
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
10,0.3005650192499161,1,
11,,,[  0.   3.   5.   0.   0.   2.   0.   2. 156.   0.]
11,,,[ 0.  9.  0.  0.  0.  4.  0. 16. 63.  0.]
7,0.64219930768013,0,
8,0.9872031509876251,3,
9,0.33619213104248047,1,
10,0.3295612633228302,1,
11,,,[0. 0. 0. 0. 0. 5. 0. 0. 0. 0.]
11,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.6089365780353546,0,
11,,,[ 0.  4.  0.  0.  0.  0.  0.  0. 31.  0.]
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 24.  0.]
9,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
8,0.9679019451141357,3,
9,0.6643594205379486,0,
10,0.6630445718765259,0,
11,,,[ 0.  6.  0.  0.  0.  0.  0. 11.  0.  0.]
11,,,[0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.5343527793884277,2,
11,,,[ 0.  0.  1.  0.  0.  0.  0.  8. 46.  0.]
11,,,[ 0.  2.  0.  0.  1.  0.  0. 17.  0.  0.]
9,0.20088311284780502,2,
10,0.47626321017742157,1,
11,,,[ 0.  2.  1.  0.  4.  7.  0. 23.  0.  0.]
11,,,[0. 0. 0. 0. 0. 5. 0. 0. 0. 0.]
10,0.664428323507309,0,
11,,,[0. 0. 6. 0. 1. 0. 0. 0. 0. 0.]
11,,,[0. 3. 1. 0. 0. 8. 0. 2. 0. 0.]
2,0.5238105356693268,0,
3,0.29507462680339813,0,
4,0.651608407497406,1,
5,0.6464047431945801,1,
6,0.6366694867610931,1,
7,-0.8137747347354889,2,
8,,,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
8,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7,,,[ 0.  0.  0.  0. 11.  0.  0.  0.  0.  0.]
6,0.26672226190567017,0,
7,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 13.  0.]
7,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
5,0.2726823538541794,0,
6,0.7474426329135895,1,
7,0.10580715164542198,0,
8,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
8,-0.7656030058860779,3,
9,-0.4288283884525299,2,
10,0.21887198090553284,0,
11,,,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 7. 0. 0. 0. 0. 0.]
10,,,[14.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
9,-0.8922966122627258,2,
10,,,[50.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
10,-0.584652841091156,3,
11,,,[19.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
7,,,[0. 0. 0. 0. 4. 0. 0. 0. 0. 0.]
6,-0.6053250879049301,3,
7,,,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
7,0.2924555540084839,0,
8,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
8,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
4,0.7337600886821747,1,
5,0.7210152745246887,1,
6,0.6595034301280975,1,
7,0.740233838558197,3,
8,0.42298728227615356,0,
9,0.05160245858132839,3,
10,,,[  0.   0.   0. 178.   0.   0.   0.   0.   0.   0.]
10,0.6457615792751312,1,
11,,,[ 0.  1.  0. 29.  0. 13.  0.  0.  0.  0.]
11,,,[ 0.  0.  0. 50.  0.  0.  0.  0.  0.  0.]
9,0.6399581730365753,1,
10,0.5017088502645493,0,
11,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
11,,,[0. 1. 5. 0. 1. 0. 0. 3. 0. 0.]
10,-0.7638207972049713,2,
11,,,[ 0. 19.  1.  0.  4.  0.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 2. 0. 0. 2. 0. 0.]
8,0.47364652156829834,0,
9,0.9405271112918854,3,
10,0.46354083716869354,0,
11,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
11,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 13.  0.]
9,0.5167993903160095,0,
10,-0.3816326707601547,2,
11,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
11,,,[0. 1. 6. 0. 1. 0. 0. 0. 0. 0.]
10,0.930586040019989,3,
11,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
11,,,[0. 0. 0. 0. 2. 4. 0. 0. 0. 0.]
7,-0.9012011587619781,2,
8,0.3729904592037201,0,
9,-0.9853425323963165,2,
10,,,[ 0.  0.  0. 67.  0.  0.  0.  0.  0.  0.]
10,0.7141029238700867,1,
11,,,[34.  0.  0.  0.  5.  0.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 0. 8. 0. 0. 0. 0.]
9,0.7010603845119476,1,
10,-0.017212719190865755,3,
11,,,[0. 9. 0. 0. 2. 0. 0. 0. 0. 0.]
11,,,[ 0.  2.  0. 94.  2.  0.  0.  0.  0.  0.]
10,0.19655634462833405,3,
11,,,[  0.   0.   0. 287.   0.  14.   0.   0.   0.   0.]
11,,,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
8,0.8845576643943787,3,
9,-0.9912364184856415,3,
10,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
10,0.6683728992938995,1,
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,,,[  0.   0.   0. 797.   1.  12.   0.   2.   0.   0.]
9,0.9482210576534271,3,
10,,,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
6,0.7245164811611176,1,
7,0.3530343919992447,3,
8,0.7236739099025726,1,
9,-0.24126769602298737,3,
10,,,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
9,-0.9953738749027252,2,
10,0.45117315649986267,0,
11,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 2. 0. 0. 0. 0.]
10,-0.9743566811084747,2,
11,,,[16.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[5. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
8,,,[ 0.  0.  0.  0.  0. 11.  0.  0.  0.  0.]
7,0.7258125245571136,1,
8,-0.9998148083686829,2,
9,,,[ 0.  0.  0. 36.  0.  0.  0.  0.  0.  0.]
9,0.7245821356773376,1,
10,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.45069342851638794,0,
11,,,[0. 0. 0. 0. 0. 6. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
8,-0.6198375225067139,2,
9,,,[ 0.  0.  0. 32.  0.  0.  0.  0.  0.  0.]
9,-0.9599039554595947,3,
10,,,[ 0.  0.  0. 31.  0.  0.  0.  0.  0.  0.]
10,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
5,-0.2925895005464554,2,
6,0.4085600972175598,0,
7,-0.13666395284235477,3,
8,-0.34556111693382263,3,
9,0.38651028275489807,0,
10,0.7421599924564362,1,
11,,,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 8. 0. 0. 0. 0. 0.]
9,0.7373897433280945,1,
10,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
10,,,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
8,0.10263994196429849,3,
9,,,[ 0. 12.  0.  0.  0.  0.  0.  0.  0.  0.]
9,0.38841958343982697,0,
10,0.7493381500244141,1,
11,,,[0. 2. 0. 0. 0. 0. 0. 3. 0. 0.]
11,,,[0. 0. 0. 0. 5. 1. 0. 0. 0. 0.]
10,0.5941760540008545,3,
11,,,[0. 0. 0. 0. 0. 7. 0. 0. 0. 0.]
11,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
7,-0.5628170073032379,2,
8,0.41916467249393463,0,
9,,,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 16.]
9,-0.7282843589782715,2,
10,-0.3369104713201523,3,
11,,,[0. 0. 1. 0. 5. 0. 0. 0. 0. 0.]
11,,,[0. 0. 9. 0. 2. 0. 0. 1. 0. 0.]
10,,,[12.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,0.449165016412735,0,
9,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 26.  0.]
9,-0.887531042098999,3,
10,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
6,0.7547641396522522,1,
7,0.9885311126708984,3,
8,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
8,,,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
7,,,[ 0.  0.  0. 26.  0.  0.  0.  0.  0.  0.]
3,-0.8085375726222992,2,
4,0.548199325799942,0,
5,-0.8936206102371216,2,
6,0.5251917541027069,0,
7,,,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
7,0.6979326605796814,1,
8,-0.9784138202667236,2,
9,,,[0. 9. 0. 0. 0. 0. 0. 0. 0. 0.]
9,0.3123650699853897,3,
10,0.6409870088100433,1,
11,,,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 1. 0. 0. 6. 0. 2. 0. 0.]
10,0.5272429883480072,0,
11,,,[0. 4. 0. 0. 2. 0. 0. 0. 0. 0.]
11,,,[0. 6. 0. 0. 0. 0. 0. 0. 0. 0.]
8,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
6,,,[ 0.  0.  0. 54.  0.  0.  0.  0.  0.  0.]
5,0.7099937796592712,1,
6,-0.9820892214775085,2,
7,-0.06879987753927708,3,
8,-0.17128679901361465,3,
9,0.5916377007961273,0,
10,,,[0. 0. 0. 0. 0. 3. 0. 0. 0. 0.]
10,,,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
9,,,[0. 0. 5. 0. 0. 0. 0. 0. 0. 0.]
8,0.6896758675575256,1,
9,0.6812022924423218,1,
10,-0.9975939989089966,2,
11,,,[0. 0. 0. 0. 0. 6. 0. 0. 0. 0.]
11,,,[0. 1. 1. 0. 1. 3. 0. 0. 0. 0.]
10,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
9,0.7067567408084869,1,
10,0.5982550978660583,0,
11,,,[0. 4. 0. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
10,,,[0. 6. 0. 0. 0. 0. 0. 0. 0. 0.]
7,0.6033058762550354,0,
8,0.662665456533432,1,
9,-0.09406737983226776,3,
10,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
9,-0.8609291315078735,2,
10,,,[ 0. 28.  0.  0.  0.  0.  0.  0.  0.  0.]
10,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
8,0.033354878425598145,3,
9,-0.22191329300403595,3,
10,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
10,0.7052182257175446,1,
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
9,,,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
6,-0.9977421760559082,2,
7,0.7151451706886292,1,
8,,,[16.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
7,0.8761530816555023,1,
8,-0.9014683067798615,2,
9,0.3206867277622223,3,
10,0.21348927915096283,3,
11,,,[0. 0. 1. 0. 5. 5. 0. 5. 0. 0.]
11,,,[0. 5. 0. 0. 0. 0. 0. 0. 0. 0.]
10,,,[ 0.  0.  0.  0.  0. 12.  0.  0.  0.  0.]
9,0.6112021803855896,0,
10,0.014894843101501465,3,
11,,,[0. 0. 5. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
10,0.7443957626819611,1,
11,,,[18.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
8,,,[0. 0. 0. 0. 0. 0. 0. 0. 9. 0.]
4,0.5283879935741425,0,
5,0.976495236158371,3,
6,,,[ 0.  0.  0.  0.  0.  0.  0. 15.  0.  0.]
6,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
5,-0.8262317478656769,3,
6,-0.3878854364156723,2,
7,-0.875859260559082,3,
8,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
8,-0.8674242198467255,3,
9,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
9,-0.5416077673435211,2,
10,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 5. 0. 0. 0. 0. 0.]
7,-0.2676556035876274,2,
8,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.]
8,-0.18375305086374283,2,
9,,,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
9,-0.995882123708725,3,
10,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
10,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
6,0.6086063086986542,0,
7,-0.44378574192523956,2,
8,0.7075061798095703,1,
9,0.6014257669448853,0,
10,,,[0. 0. 0. 0. 5. 0. 0. 0. 0. 0.]
10,0.7502345740795135,3,
11,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
11,,,[0. 0. 0. 0. 0. 4. 0. 0. 0. 0.]
9,-0.7610760927200317,2,
10,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
10,0.6050332486629486,0,
11,,,[0. 0. 7. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
8,0.12330075120553374,2,
9,0.6425378918647766,1,
10,,,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
10,-0.055865219328552485,2,
11,,,[ 0.  2.  2.  0.  1.  1.  0. 16.  0.  0.]
11,,,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
9,,,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
7,-0.7800357341766357,3,
8,0.6164590418338776,0,
9,,,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
9,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
8,0.7482992708683014,1,
9,,,[ 0.  0.  0.  0.  0.  0.  0. 15.  0.  0.]
9,0.6656340956687927,0,
10,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
10,,,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
1,0.617121011018753,1,
2,0.6701926589012146,0,
3,0.25781334936618805,1,
4,0.5009457468986511,0,
5,0.03091572504490614,1,
6,0.7666517198085785,3,
7,-0.9829715192317963,3,
8,0.02092363778501749,1,
9,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
9,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 28.  0.]
8,0.6084543466567993,3,
9,-0.04301586002111435,3,
10,0.025726190768182278,1,
11,,,[ 0.  1. 11.  0.  8.  0.  0.  7.  0.  0.]
11,,,[0. 0. 0. 0. 6. 0. 0. 0. 0. 0.]
10,0.04292028211057186,3,
11,,,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 3. 4. 0. 1. 0. 0. 2. 0. 0.]
9,0.6892532408237457,2,
10,0.26095952093601227,0,
11,,,[12.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[ 0.  0.  1.  0.  0. 19.  0.  0.  0.  0.]
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 22.  0.]
7,0.3009517937898636,0,
8,-0.20893485099077225,2,
9,0.01830832939594984,1,
10,,,[0. 0. 0. 0. 0. 0. 0. 9. 0. 0.]
10,0.29654742777347565,0,
11,,,[0. 0. 0. 0. 0. 4. 0. 0. 0. 0.]
11,,,[0. 0. 2. 0. 2. 0. 0. 3. 0. 0.]
9,0.2971034348011017,0,
10,0.27023743093013763,0,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 24.  0.]
11,,,[0. 0. 2. 0. 0. 0. 0. 1. 5. 0.]
10,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
8,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 56.  0.]
6,0.18602366745471954,1,
7,0.034668274223804474,1,
8,0.03307338431477547,1,
9,-0.8860377967357635,2,
10,0.29970110952854156,0,
11,,,[14.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[0. 3. 2. 0. 0. 0. 0. 0. 0. 0.]
10,-0.8085375726222992,2,
11,,,[0. 0. 7. 0. 0. 0. 0. 0. 0. 0.]
11,,,[ 0.  0.  4.  0. 10.  0.  0.  4.  0.  0.]
9,0.2734530568122864,0,
10,0.7413365840911865,3,
11,,,[10.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
10,,,[25.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
8,-0.8013314008712769,3,
9,0.4617026597261429,0,
10,-0.9998425841331482,3,
11,,,[ 0. 10.  0.  0.  1.  0.  0.  0.  0.  0.]
11,,,[ 0.  8.  0.  0. 42.  0.  0. 38. 72.  0.]
10,-0.8587321639060974,3,
11,,,[ 0.  0.  1.  0. 29.  0.  0.  2.  0.  0.]
11,,,[0. 0. 0. 0. 2. 0. 0. 0. 9. 0.]
9,0.13300977647304535,2,
10,0.4953552186489105,0,
11,,,[131.  80. 258.   0. 145. 222.   0. 196.  88.  69.]
11,,,[ 0.  7. 28.  0.  7.  0.  0.  9.  0. 53.]
10,0.5523534715175629,3,
11,,,[ 0.  0.  1.  0.  1.  0.  0. 14.  0.  0.]
11,,,[  0.  11.  19.   0.   5.  21.   0.  41. 103.   0.]
7,0.19446514546871185,1,
8,0.4394221603870392,0,
9,0.17529747635126114,2,
10,0.4081162214279175,0,
11,,,[ 0.  2.  4.  0.  2.  0.  0. 11.  5.  0.]
11,,,[9. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.190912164747715,1,
11,,,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
11,,,[17.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
9,-0.8472808599472046,2,
10,,,[ 0.  0.  0. 66.  0.  0.  0.  0.  0.  0.]
10,-0.4654337987303734,2,
11,,,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,,,[ 0.  0.  0. 47.  0.  0.  0.  0.  0.  0.]
8,0.4128022938966751,0,
9,0.4071067124605179,0,
10,0.315112441778183,0,
11,,,[ 4.  0.  5.  0. 12. 25.  0. 26.  9.  0.]
11,,,[ 0.  7. 39.  0. 13.  0.  0.  7.  0.  0.]
10,0.40935900807380676,0,
11,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 15.  0.]
11,,,[ 0.  0.  0.  0.  1.  0.  0.  0. 13.  0.]
9,0.4772915840148926,0,
10,-0.9787038266658783,2,
11,,,[0. 0. 6. 0. 0. 0. 0. 0. 0. 0.]
11,,,[53.  6.  0.  0.  5.  0.  0.  1.  0.  0.]
10,-0.3890910819172859,2,
11,,,[8. 9. 5. 0. 2. 0. 0. 3. 0. 0.]
11,,,[0. 0. 0. 0. 0. 0. 0. 8. 0. 0.]
5,0.15430310368537903,3,
6,-0.7206604778766632,3,
7,0.5086274147033691,0,
8,0.5065500736236572,0,
9,0.5012546181678772,0,
10,,,[ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.]
10,-0.9723329842090607,3,
11,,,[0. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
11,,,[0. 0. 0. 0. 3. 0. 0. 0. 0. 0.]
9,,,[ 0.  0.  0. 32.  0.  0.  0.  0.  0.  0.]
8,0.09881647676229477,2,
9,-0.6648307740688324,2,
10,-0.7353897988796234,3,
11,,,[ 0.  0.  0.  0.  2.  0.  0.  0. 19.  0.]
11,,,[0. 0. 2. 0. 2. 0. 0. 0. 0. 0.]
10,-0.8674242198467255,3,
11,,,[11. 15. 30.  0. 84.  5.  0. 46. 63. 11.]
11,,,[ 0.  5. 17.  0. 72.  0.  0. 26.  3.  0.]
9,-0.980724960565567,3,
10,-0.9886409640312195,3,
11,,,[ 0.  0.  5.  0.  3.  0. 63.  0.  7.  0.]
11,,,[ 0.  0.  0.  0.  0.  0. 77.  2.  0.  0.]
10,0.5791071653366089,0,
11,,,[ 0.  3.  7.  0.  5.  0.  0.  5. 24.  0.]
11,,,[ 0.  2.  2.  0. 10.  4.  0. 12.  0.  0.]
7,-0.9993703663349152,2,
8,0.5029254257678986,0,
9,,,[ 0.  0.  0. 40.  0.  0.  0.  0.  0.  0.]
9,0.16428571194410324,1,
10,0.5860165357589722,0,
11,,,[ 0. 18.  2.  0.  1.  0.  0.  0.  0.  0.]
11,,,[10.  0.  7.  0.  3.  0.  0.  0.  0.  0.]
10,-0.9998148083686829,2,
11,,,[0. 0. 2. 0. 0. 0. 0. 1. 9. 0.]
11,,,[0. 0. 0. 0. 0. 6. 0. 0. 0. 0.]
8,0.6399997174739838,0,
9,0.2540934681892395,1,
10,0.24791795760393143,1,
11,,,[125.  58. 249.   0. 125.  63. 867. 123. 104.  51.]
11,,,[ 0. 11.  7. 29. 11.  0.  0.  7.  0.  0.]
10,-0.957449734210968,2,
11,,,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
