depth,threshold,feature,is_leaf,value
11,-2.0,-2,True,[ 11.  19.   2. 371.   1.   7.   0.   2.   0.   0.]
10,0.17128679901361465,3,False,[ 0. 28.  0. 72. 11.  4.  0. 12.  9.  0.]
11,-2.0,-2,True,[ 0.  5.  0. 72.  3.  4.  0. 10.  9.  0.]
11,-2.0,-2,True,[ 0. 23.  0.  0.  8.  0.  0.  2.  0.  0.]
8,0.7546131014823914,0,False,[237. 486. 192.   0.  77. 208. 179.  92.  37. 270.]
9,0.5180703103542328,1,False,[188. 432. 130.   0.  58. 152.  55.  66.  37.  62.]
10,0.7073590457439423,0,False,[188. 424. 126.   0.  55. 145.   0.  64.  37.  62.]
11,-2.0,-2,True,[ 93. 342.  91.   0.  26.  96.   0.  45.  37.  53.]
11,-2.0,-2,True,[95. 82. 35.  0. 29. 49.  0. 19.  0.  9.]
10,-0.9495771527290344,2,False,[ 0.  8.  4.  0.  3.  7. 55.  2.  0.  0.]
11,-2.0,-2,True,[0. 8. 4. 0. 2. 7. 0. 2. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  1.  0. 55.  0.  0.  0.]
9,0.9966394603252411,0,False,[ 49.  54.  62.   0.  19.  56. 124.  26.   0. 208.]
10,-0.9879860579967499,2,False,[ 49.  54.  59.   0.  19.  56.  59.  26.   0. 208.]
11,-2.0,-2,True,[  0.   7.  17.   0.   6.  10.   0.  13.   0. 125.]
11,-2.0,-2,True,[49. 47. 42.  0. 13. 46. 59. 13.  0. 83.]
10,-0.9733220636844635,2,False,[ 0.  0.  3.  0.  0.  0. 65.  0.  0.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0. 65.  0.  0.  0.]
11,-2.0,-2,True,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
6,0.2563077211380005,1,False,[1162. 1916.  787.  570.  621. 2453.  808.  477.  144.  900.]
7,-0.9014683067798615,2,False,[ 286.  482.  307.    0.  249. 1165.  455.  222.   45.  625.]
8,-0.9158303439617157,2,False,[ 16.  80.  47.   0.  22. 156. 234.  29.  15. 181.]
9,-0.9226053655147552,2,False,[16. 48. 29.  0. 13. 73.  0. 16. 15. 93.]
10,0.22000133991241455,1,False,[ 0. 27. 21.  0.  6. 48.  0. 10.  5. 10.]
11,-2.0,-2,True,[ 0. 13. 18.  0.  6. 48.  0. 10.  5. 10.]
11,-2.0,-2,True,[ 0. 14.  3.  0.  0.  0.  0.  0.  0.  0.]
10,0.09917343035340309,1,False,[16. 21.  8.  0.  7. 25.  0.  6. 10. 83.]
11,-2.0,-2,True,[16.  2.  0.  0.  0.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[ 0. 19.  8.  0.  7. 25.  0.  6. 10. 83.]
9,0.17430831491947174,1,False,[  0.  32.  18.   0.   9.  83. 234.  13.   0.  88.]
10,0.6083538830280304,0,False,[ 0. 20. 15.  0.  6. 61.  0.  8.  0. 88.]
11,-2.0,-2,True,[ 0.  9. 10.  0.  2. 24.  0.  1.  0.  0.]
11,-2.0,-2,True,[ 0. 11.  5.  0.  4. 37.  0.  7.  0. 88.]
10,0.6138102412223816,0,False,[  0.  12.   3.   0.   3.  22. 234.   5.   0.   0.]
11,-2.0,-2,True,[ 0.  4.  0.  0.  1. 12.  0.  4.  0.  0.]
11,-2.0,-2,True,[  0.   8.   3.   0.   2.  10. 234.   1.   0.   0.]
8,0.5476850271224976,0,False,[ 270.  402.  260.    0.  227. 1009.  221.  193.   30.  444.]
9,0.17415517568588257,1,False,[137.  29.  73.   0.  60. 174. 134.  25.   0.   0.]
10,0.03755982778966427,1,False,[108.  23.  61.   0.  39. 149.   0.  21.   0.   0.]
11,-2.0,-2,True,[42.  2. 18.  0.  4.  8.  0.  9.  0.  0.]
11,-2.0,-2,True,[ 66.  21.  43.   0.  35. 141.   0.  12.   0.   0.]
10,-0.8088971376419067,2,False,[ 29.   6.  12.   0.  21.  25. 134.   4.   0.   0.]
11,-2.0,-2,True,[29.  1.  4.  0.  7. 15.  0.  1.  0.  0.]
11,-2.0,-2,True,[  0.   5.   8.   0.  14.  10. 134.   3.   0.   0.]
9,0.08698513731360435,1,False,[133. 373. 187.   0. 167. 835.  87. 168.  30. 444.]
10,0.08495311066508293,1,False,[ 0.  4.  0.  0.  2. 17. 87.  7.  0. 20.]
11,-2.0,-2,True,[ 0.  4.  0.  0.  2. 17.  0.  7.  0. 20.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0. 87.  0.  0.  0.]
10,0.6637206971645355,0,False,[133. 369. 187.   0. 165. 818.   0. 161.  30. 424.]
11,-2.0,-2,True,[ 41. 186.  64.   0.  38. 276.   0.  23.  15.  28.]
11,-2.0,-2,True,[ 92. 183. 123.   0. 127. 542.   0. 138.  15. 396.]
7,0.42550845444202423,1,False,[ 876. 1434.  480.  570.  372. 1288.  353.  255.   99.  275.]
8,0.478716105222702,3,False,[155. 899. 319. 374. 186. 735. 198. 138.  65. 191.]
9,0.6233870685100555,0,False,[ 41. 343.  77. 301.  34. 174.  79.  42.  23.  32.]
10,0.26002272963523865,1,False,[ 41. 227.  61.  44.  11.  83.   0.  26.  11.  15.]
11,-2.0,-2,True,[ 9.  3.  0. 44.  0.  4.  0.  0.  0.  0.]
11,-2.0,-2,True,[ 32. 224.  61.   0.  11.  79.   0.  26.  11.  15.]
10,0.6515865325927734,0,False,[  0. 116.  16. 257.  23.  91.  79.  16.  12.  17.]
11,-2.0,-2,True,[  0.  19.   1. 257.   3.  15.   0.   1.  12.   0.]
11,-2.0,-2,True,[ 0. 97. 15.  0. 20. 76. 79. 15.  0. 17.]
9,-0.6648307740688324,2,False,[114. 556. 242.  73. 152. 561. 119.  96.  42. 159.]
10,0.4026925265789032,0,False,[ 96. 518. 224.  73. 138. 512.  48.  80.  42. 159.]
11,-2.0,-2,True,[ 0.  0.  0. 39.  3.  7.  0.  1.  0.  0.]
11,-2.0,-2,True,[ 96. 518. 224.  34. 135. 505.  48.  79.  42. 159.]
10,0.5195050537586212,0,False,[18. 38. 18.  0. 14. 49. 71. 16.  0.  0.]
11,-2.0,-2,True,[ 0.  4.  6.  0.  2.  0. 71.  3.  0.  0.]
11,-2.0,-2,True,[18. 34. 12.  0. 12. 49.  0. 13.  0.  0.]
8,0.512843668460846,0,False,[721. 535. 161. 196. 186. 553. 155. 117.  34.  84.]
9,-0.6253874003887177,2,False,[276. 321.  81. 169. 115. 297. 155.  64.  24.  39.]
10,0.5012588351964951,1,False,[276. 316.  79. 146. 109. 297. 155.  60.  24.  39.]
11,-2.0,-2,True,[214.  79.  22. 146.  45. 164. 155.  42.  11.   0.]
11,-2.0,-2,True,[ 62. 237.  57.   0.  64. 133.   0.  18.  13.  39.]
10,0.5799517929553986,1,False,[ 0.  5.  2. 23.  6.  0.  0.  4.  0.  0.]
11,-2.0,-2,True,[0. 4. 0. 0. 4. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  1.  2. 23.  2.  0.  0.  4.  0.  0.]
9,0.5830450654029846,0,False,[445. 214.  80.  27.  71. 256.   0.  53.  10.  45.]
10,0.4614320546388626,1,False,[414. 130.  59.  27.  44. 156.   0.  42.   0.  20.]
11,-2.0,-2,True,[32. 44. 24.  0.  2. 36.  0. 11.  0.  0.]
11,-2.0,-2,True,[382.  86.  35.  27.  42. 120.   0.  31.   0.  20.]
10,0.6433852910995483,0,False,[ 31.  84.  21.   0.  27. 100.   0.  11.  10.  25.]
11,-2.0,-2,True,[ 0.  8.  5.  0. 14.  2.  0.  0.  0.  0.]
11,-2.0,-2,True,[31. 76. 16.  0. 13. 98.  0. 11. 10. 25.]
5,0.649479329586029,0,False,[1832.  569. 1027.  498. 1293. 1066.  688. 1425. 1032. 1422.]
6,0.951021283864975,3,False,[1438.  432.  682.  498.  795.  763.  172.  812.  700.  658.]
7,0.9398212432861328,3,False,[980. 212. 405. 236. 609. 510. 172. 400. 237. 264.]
8,0.6172036826610565,0,False,[895. 207. 377. 236. 575. 475.  43. 388. 212. 235.]
9,0.3709487169981003,1,False,[782. 180. 341.  75. 501. 404.  43. 341. 203. 161.]
10,-0.4974948763847351,2,False,[407.  93. 252.   0. 383. 275.   0. 239. 117.  92.]
11,-2.0,-2,True,[ 34.  41.  68.   0.  95. 107.   0.  63.   0.  21.]
11,-2.0,-2,True,[373.  52. 184.   0. 288. 168.   0. 176. 117.  71.]
10,0.8840347826480865,3,False,[375.  87.  89.  75. 118. 129.  43. 102.  86.  69.]
11,-2.0,-2,True,[246.  58.  66.   0.  71. 111.  43.  45.  14.  15.]
11,-2.0,-2,True,[129.  29.  23.  75.  47.  18.   0.  57.  72.  54.]
9,-0.4520554542541504,2,False,[113.  27.  36. 161.  74.  71.   0.  47.   9.  74.]
10,0.8214461207389832,3,False,[ 55.  13.  28. 161.  42.  52.   0.  18.   9.  43.]
11,-2.0,-2,True,[ 0.  3.  2. 36.  6.  3.  0.  2.  0.  0.]
11,-2.0,-2,True,[ 55.  10.  26. 125.  36.  49.   0.  16.   9.  43.]
10,0.27479416131973267,1,False,[58. 14.  8.  0. 32. 19.  0. 29.  0. 31.]
11,-2.0,-2,True,[ 9.  2.  8.  0. 24.  7.  0. 17.  0.  0.]
11,-2.0,-2,True,[49. 12.  0.  0.  8. 12.  0. 12.  0. 31.]
8,0.12670671194791794,1,False,[ 85.   5.  28.   0.  34.  35. 129.  12.  25.  29.]
9,0.11768759787082672,1,False,[  0.   0.   1.   0.   2.   1. 129.   1.   0.   0.]
10,0.6215865314006805,0,False,[0. 0. 1. 0. 2. 1. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 2. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 1. 0. 0. 1. 0. 1. 0. 0.]
10,-2.0,-2,True,[  0.   0.   0.   0.   0.   0. 129.   0.   0.   0.]
9,0.5062433779239655,1,False,[85.  5. 27.  0. 32. 34.  0. 11. 25. 29.]
10,0.9455613493919373,3,False,[85.  5. 25.  0. 28. 16.  0.  7.  7. 29.]
11,-2.0,-2,True,[37.  1. 19.  0. 16. 14.  0.  5.  7. 29.]
11,-2.0,-2,True,[48.  4.  6.  0. 12.  2.  0.  2.  0.  0.]
10,0.5781350433826447,0,False,[ 0.  0.  2.  0.  4. 18.  0.  4. 18.  0.]
11,-2.0,-2,True,[ 0.  0.  2.  0.  2.  4.  0.  4. 18.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  2. 14.  0.  0.  0.  0.]
7,0.43859797716140747,1,False,[458. 220. 277. 262. 186. 253.   0. 412. 463. 394.]
8,0.2921028286218643,0,False,[269. 132. 232.  40. 154. 200.   0. 285. 397. 342.]
9,0.020717025734484196,1,False,[ 0.  0.  0.  0.  0.  0.  0.  3. 47.  0.]
10,0.2878843694925308,0,False,[ 0.  0.  0.  0.  0.  0.  0.  3. 20.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 20.  0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 27.  0.]
9,-0.1755249872803688,2,False,[269. 132. 232.  40. 154. 200.   0. 282. 350. 342.]
10,0.34100258350372314,1,False,[ 80.  47.  96.   0.  93.  80.   0. 113. 103. 190.]
11,-2.0,-2,True,[ 43.  26.  59.   0.  64.  61.   0.  71. 103. 171.]
11,-2.0,-2,True,[37. 21. 37.  0. 29. 19.  0. 42.  0. 19.]
10,0.34207016229629517,1,False,[189.  85. 136.  40.  61. 120.   0. 169. 247. 152.]
11,-2.0,-2,True,[162.  51.  84.  40.  39. 103.   0. 106. 209.  55.]
11,-2.0,-2,True,[27. 34. 52.  0. 22. 17.  0. 63. 38. 97.]
8,0.20937839895486832,0,False,[189.  88.  45. 222.  32.  53.   0. 127.  66.  52.]
9,0.9932200610637665,3,False,[33.  0.  0.  0.  7.  0.  0.  5.  0.  0.]
10,0.20156142115592957,0,False,[33.  0.  0.  0.  2.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[17.  0.  0.  0.  0.  0.  0.  0.  0.  0.]
11,-2.0,-2,True,[16.  0.  0.  0.  2.  0.  0.  0.  0.  0.]
10,0.45089422166347504,1,False,[0. 0. 0. 0. 5. 0. 0. 5. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 3. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 5. 0. 0. 2. 0. 0.]
9,0.9962889552116394,3,False,[156.  88.  45. 222.  25.  53.   0. 122.  66.  52.]
10,0.46323010325431824,1,False,[137.  73.  26. 222.  17.  34.   0.  75.  66.  39.]
11,-2.0,-2,True,[ 52.   5.   8. 132.   3.   6.   0.   6.  12.   9.]
11,-2.0,-2,True,[85. 68. 18. 90. 14. 28.  0. 69. 54. 30.]
10,0.49695026874542236,0,False,[19. 15. 19.  0.  8. 19.  0. 47.  0. 13.]
11,-2.0,-2,True,[ 0.  9. 13.  0.  6. 17.  0. 18.  0. 13.]
11,-2.0,-2,True,[19.  6.  6.  0.  2.  2.  0. 29.  0.  0.]
6,0.2992754131555557,1,False,[394. 137. 345.   0. 498. 303. 516. 613. 332. 764.]
7,0.8919483125209808,3,False,[345.  79. 268.   0. 391. 235. 126. 448. 273. 521.]
8,0.7516507208347321,0,False,[ 75.  25.  42.   0. 120. 100. 126.  89.  17.   0.]
9,0.7403088808059692,0,False,[ 15.  11.  12.   0.  30.  35. 126.  22.   9.   0.]
10,0.7322148382663727,0,False,[15. 11. 12.  0. 29. 35.  0. 22.  9.  0.]
11,-2.0,-2,True,[15. 11. 12.  0. 29. 17.  0. 22.  9.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0. 18.  0.  0.  0.  0.]
10,0.13422826305031776,1,False,[  0.   0.   0.   0.   1.   0. 126.   0.   0.   0.]
11,-2.0,-2,True,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[  0.   0.   0.   0.   0.   0. 126.   0.   0.   0.]
9,0.22746264934539795,1,False,[60. 14. 30.  0. 90. 65.  0. 67.  8.  0.]
10,0.20290684700012207,1,False,[32. 14. 26.  0. 86. 61.  0. 58.  0.  0.]
11,-2.0,-2,True,[32. 12. 22.  0. 81. 37.  0. 58.  0.  0.]
11,-2.0,-2,True,[ 0.  2.  4.  0.  5. 24.  0.  0.  0.  0.]
10,-0.5702211558818817,2,False,[28.  0.  4.  0.  4.  4.  0.  9.  8.  0.]
11,-2.0,-2,True,[28.  0.  0.  0.  0.  0.  0.  0.  8.  0.]
11,-2.0,-2,True,[0. 0. 4. 0. 4. 4. 0. 9. 0. 0.]
8,0.26429329812526703,1,False,[270.  54. 226.   0. 271. 135.   0. 359. 256. 521.]
9,0.9069802165031433,3,False,[233.  40. 210.   0. 251. 103.   0. 323. 168. 512.]
10,0.9303635060787201,0,False,[ 24.   2.  16.   0.  36.  24.   0.  30.   0. 140.]
11,-2.0,-2,True,[ 18.   2.  13.   0.  29.  24.   0.  30.   0. 140.]
11,-2.0,-2,True,[6. 0. 3. 0. 7. 0. 0. 0. 0. 0.]
10,0.8512278199195862,0,False,[209.  38. 194.   0. 215.  79.   0. 293. 168. 372.]
11,-2.0,-2,True,[201.  35. 150.   0. 173.  70.   0. 251. 164. 361.]
11,-2.0,-2,True,[ 8.  3. 44.  0. 42.  9.  0. 42.  4. 11.]
9,0.9700279831886292,3,False,[37. 14. 16.  0. 20. 32.  0. 36. 88.  9.]
10,0.6947762668132782,0,False,[24. 11.  9.  0.  5.  6.  0. 15. 88.  9.]
11,-2.0,-2,True,[12.  4.  0.  0.  2.  0.  0.  5.  0.  9.]
11,-2.0,-2,True,[12.  7.  9.  0.  3.  6.  0. 10. 88.  0.]
10,0.07305181212723255,2,False,[13.  3.  7.  0. 15. 26.  0. 21.  0.  0.]
11,-2.0,-2,True,[13.  3.  7.  0. 15.  9.  0. 19.  0.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0. 17.  0.  2.  0.  0.]
7,0.9700279831886292,3,False,[ 49.  58.  77.   0. 107.  68. 390. 165.  59. 243.]
8,0.657638430595398,0,False,[ 26.  27.  54.   0.  78.  41. 390.  95.  30. 138.]
9,-0.4209604859352112,2,False,[12.  6.  8.  0.  9.  8.  0. 11.  0. 53.]
10,0.6574505865573883,0,False,[12.  3.  3.  0.  7.  8.  0.  8.  0. 14.]
11,-2.0,-2,True,[12.  3.  3.  0.  7.  8.  0.  8.  0.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0.  0. 14.]
10,0.34855301678180695,1,False,[ 0.  3.  5.  0.  2.  0.  0.  3.  0. 39.]
11,-2.0,-2,True,[0. 3. 0. 0. 1. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  5.  0.  1.  0.  0.  3.  0. 39.]
9,-0.4824898689985275,2,False,[ 14.  21.  46.   0.  69.  33. 390.  84.  30.  85.]
10,-0.555996835231781,2,False,[ 9.  8. 17.  0. 10. 18.  0. 35.  9. 43.]
11,-2.0,-2,True,[ 9.  7.  1.  0.  6. 18.  0.  0.  0.  0.]
11,-2.0,-2,True,[ 0.  1. 16.  0.  4.  0.  0. 35.  9. 43.]
10,0.6615374386310577,0,False,[  5.  13.  29.   0.  59.  15. 390.  49.  21.  42.]
11,-2.0,-2,True,[  0.   4.   0.   0.   4.   2. 207.   9.   0.  18.]
11,-2.0,-2,True,[  5.   9.  29.   0.  55.  13. 183.  40.  21.  24.]
8,0.7561839818954468,0,False,[ 23.  31.  23.   0.  29.  27.   0.  70.  29. 105.]
9,-0.03872084617614746,2,False,[23. 26. 21.  0. 21. 27.  0. 60. 29. 46.]
10,-0.22610731422901154,2,False,[ 0.  5.  9.  0. 19. 12.  0. 41. 29. 46.]
11,-2.0,-2,True,[ 0.  0.  3.  0.  1.  2.  0.  1. 12. 24.]
11,-2.0,-2,True,[ 0.  5.  6.  0. 18. 10.  0. 40. 17. 22.]
10,0.9993981420993805,3,False,[23. 21. 12.  0.  2. 15.  0. 19.  0.  0.]
11,-2.0,-2,True,[ 0. 16.  3.  0.  2.  3.  0.  8.  0.  0.]
11,-2.0,-2,True,[23.  5.  9.  0.  0. 12.  0. 11.  0.  0.]
9,0.7825221121311188,0,False,[ 0.  5.  2.  0.  8.  0.  0. 10.  0. 59.]
10,0.36161084473133087,1,False,[ 0.  5.  0.  0.  4.  0.  0.  4.  0. 59.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  4.  0.  0.  4.  0. 59.]
11,-2.0,-2,True,[0. 5. 0. 0. 0. 0. 0. 0. 0. 0.]
10,0.40253908932209015,1,False,[0. 0. 2. 0. 4. 0. 0. 6. 0. 0.]
11,-2.0,-2,True,[0. 0. 2. 0. 4. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 5. 0. 0.]
4,0.9679019451141357,3,False,[  25.  260.  165.    0.   21.  293.    0.  679. 1952.  126.]
5,0.04390737973153591,1,False,[  13.  165.   88.    0.    4.  134.    0.  467. 1561.   51.]
6,0.4900105148553848,2,False,[  0.   0.   9.   0.   0.   0.   0.   3. 121.   0.]
7,0.4595794826745987,2,False,[0. 0. 5. 0. 0. 0. 0. 3. 0. 0.]
8,0.3623513728380203,0,False,[0. 0. 5. 0. 0. 0. 0. 1. 0. 0.]
9,0.3293944299221039,0,False,[0. 0. 1. 0. 0. 0. 0. 1. 0. 0.]
10,-2.0,-2,True,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
10,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
9,-2.0,-2,True,[0. 0. 4. 0. 0. 0. 0. 0. 0. 0.]
8,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 2. 0. 0.]
7,0.6453242003917694,2,False,[  0.   0.   4.   0.   0.   0.   0.   0. 121.   0.]
8,0.29621024429798126,0,False,[ 0.  0.  1.  0.  0.  0.  0.  0. 95.  0.]
9,0.016733687138184905,1,False,[ 0.  0.  1.  0.  0.  0.  0.  0. 30.  0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 30.  0.]
10,-2.0,-2,True,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
9,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 65.  0.]
8,0.6892532408237457,2,False,[ 0.  0.  3.  0.  0.  0.  0.  0. 26.  0.]
9,-2.0,-2,True,[0. 0. 3. 0. 0. 0. 0. 0. 0. 0.]
9,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 26.  0.]
6,0.845217764377594,3,False,[  13.  165.   79.    0.    4.  134.    0.  464. 1440.   51.]
7,0.37612253427505493,1,False,[ 13.  77.  32.   0.   2.  34.   0. 226. 739.   0.]
8,0.7908665835857391,0,False,[ 13.  48.  25.   0.   2.  31.   0. 211. 719.   0.]
9,0.22151260823011398,1,False,[  0.  46.  23.   0.   1.  27.   0. 154. 331.   0.]
10,0.7176503241062164,3,False,[  0.  28.  12.   0.   1.  20.   0. 130. 182.   0.]
11,-2.0,-2,True,[  0.   6.   4.   0.   0.   0.   0.  52. 101.   0.]
11,-2.0,-2,True,[ 0. 22.  8.  0.  1. 20.  0. 78. 81.  0.]
10,0.7141852080821991,0,False,[  0.  18.  11.   0.   0.   7.   0.  24. 149.   0.]
11,-2.0,-2,True,[  0.  18.  11.   0.   0.   7.   0.  20. 149.   0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
9,0.7908284664154053,3,False,[ 13.   2.   2.   0.   1.   4.   0.  57. 388.   0.]
10,0.8338163793087006,0,False,[ 13.   2.   0.   0.   1.   4.   0.  49. 139.   0.]
11,-2.0,-2,True,[  0.   0.   0.   0.   1.   1.   0.  29. 123.   0.]
11,-2.0,-2,True,[13.  2.  0.  0.  0.  3.  0. 20. 16.  0.]
10,0.09438523650169373,1,False,[  0.   0.   2.   0.   0.   0.   0.   8. 249.   0.]
11,-2.0,-2,True,[0. 0. 2. 0. 0. 0. 0. 1. 0. 0.]
11,-2.0,-2,True,[  0.   0.   0.   0.   0.   0.   0.   7. 249.   0.]
8,0.5074655562639236,3,False,[ 0. 29.  7.  0.  0.  3.  0. 15. 20.  0.]
9,0.524248868227005,0,False,[ 0.  2.  0.  0.  0.  0.  0.  1. 20.  0.]
10,0.9863474071025848,2,False,[ 0.  0.  0.  0.  0.  0.  0.  1. 20.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 20.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]
10,-2.0,-2,True,[0. 2. 0. 0. 0. 0. 0. 0. 0. 0.]
9,0.6822093725204468,0,False,[ 0. 27.  7.  0.  0.  3.  0. 14.  0.  0.]
10,0.39823079109191895,0,False,[ 0. 26.  7.  0.  0.  3.  0.  7.  0.  0.]
11,-2.0,-2,True,[0. 9. 7. 0. 0. 3. 0. 3. 0. 0.]
11,-2.0,-2,True,[ 0. 17.  0.  0.  0.  0.  0.  4.  0.  0.]
10,0.3951250910758972,1,False,[0. 1. 0. 0. 0. 0. 0. 7. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 7. 0. 0.]
11,-2.0,-2,True,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
7,0.6377590894699097,0,False,[  0.  88.  47.   0.   2. 100.   0. 238. 701.  51.]
8,0.5049423575401306,2,False,[  0.  68.  27.   0.   1.  67.   0. 130. 281.   0.]
9,0.5897034704685211,0,False,[  0.  50.  20.   0.   1.  67.   0. 123. 269.   0.]
10,0.09216596558690071,1,False,[  0.  30.  12.   0.   1.  55.   0.  92. 269.   0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  4.  0. 13.  0.  0.]
11,-2.0,-2,True,[  0.  30.  12.   0.   1.  51.   0.  79. 269.   0.]
10,0.24897857010364532,1,False,[ 0. 20.  8.  0.  0. 12.  0. 31.  0.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  6.  0. 17.  0.  0.]
11,-2.0,-2,True,[ 0. 20.  8.  0.  0.  6.  0. 14.  0.  0.]
9,0.581007570028305,1,False,[ 0. 18.  7.  0.  0.  0.  0.  7. 12.  0.]
10,0.5946913361549377,0,False,[ 0. 18.  7.  0.  0.  0.  0.  7.  0.  0.]
11,-2.0,-2,True,[ 0. 18.  7.  0.  0.  0.  0.  3.  0.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 4. 0. 0.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.]
8,0.1892510950565338,1,False,[  0.  20.  20.   0.   1.  33.   0. 108. 420.  51.]
9,0.09165915474295616,1,False,[  0.  13.  15.   0.   1.  22.   0.  63. 150.  51.]
10,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0. 16.  0.  0.]
10,0.12254103273153305,1,False,[  0.  13.  15.   0.   1.  22.   0.  47. 150.  51.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0. 11.  0.  7. 78.  5.]
11,-2.0,-2,True,[ 0. 13. 15.  0.  1. 11.  0. 40. 72. 46.]
9,0.8994975984096527,3,False,[  0.   7.   5.   0.   0.  11.   0.  45. 270.   0.]
10,0.5122955143451691,2,False,[ 0.  0.  0.  0.  0.  1.  0.  9. 11.  0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 0. 0. 6. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  1.  0.  3. 11.  0.]
10,0.751639187335968,0,False,[  0.   7.   5.   0.   0.  10.   0.  36. 259.   0.]
11,-2.0,-2,True,[  0.   6.   3.   0.   0.   3.   0.  16. 209.   0.]
11,-2.0,-2,True,[ 0.  1.  2.  0.  0.  7.  0. 20. 50.  0.]
5,0.23448270559310913,2,False,[ 12.  95.  77.   0.  17. 159.   0. 212. 391.  75.]
6,0.3553692549467087,1,False,[ 12.  78.  66.   0.  17. 131.   0. 182. 361.  61.]
7,0.19610343128442764,1,False,[ 12.  50.  56.   0.  10.  74.   0. 118. 338.  61.]
8,0.20088311284780502,2,False,[ 12.   8.  12.   0.   9.  25.   0.  58. 217.  40.]
9,0.15641021728515625,1,False,[ 12.   7.  11.   0.   9.  21.   0.  55. 156.  40.]
10,0.14802899956703186,1,False,[12.  4.  9.  0.  4. 17.  0. 49. 90. 40.]
11,-2.0,-2,True,[ 0.  4.  7.  0.  1. 17.  0. 21. 70.  0.]
11,-2.0,-2,True,[12.  0.  2.  0.  3.  0.  0. 28. 20. 40.]
10,0.5198602378368378,0,False,[ 0.  3.  2.  0.  5.  4.  0.  6. 66.  0.]
11,-2.0,-2,True,[0. 3. 0. 0. 0. 0. 0. 0. 0. 0.]
11,-2.0,-2,True,[ 0.  0.  2.  0.  5.  4.  0.  6. 66.  0.]
9,0.44713255763053894,0,False,[ 0.  1.  1.  0.  0.  4.  0.  3. 61.  0.]
10,0.9759744107723236,3,False,[0. 0. 1. 0. 0. 4. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 0. 0. 0. 4. 0. 0. 0. 0.]
11,-2.0,-2,True,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
10,0.6201452016830444,0,False,[ 0.  1.  0.  0.  0.  0.  0.  3. 61.  0.]
11,-2.0,-2,True,[ 0.  0.  0.  0.  0.  0.  0.  1. 61.  0.]
11,-2.0,-2,True,[0. 1. 0. 0. 0. 0. 0. 2. 0. 0.]
8,0.4879775643348694,0,False,[  0.  42.  44.   0.   1.  49.   0.  60. 121.  21.]
