depth,threshold,feature,value,branches
7,,,"[0, 0, 0, 0, 0, 21, 0, 4, 0, 0, 0, 9, 4, 0, 0, 0, 0, 8, 12, 0]",
3,-0.6518748700618744,2,,"[307, 322]"
4,0.16101086139678955,1,,"[308, 315]"
5,0.9045854806900024,0,,"[309, 312]"
6,0.14975372701883316,1,,"[310, 311]"
7,,,"[0, 0, 0, 48, 611, 55, 0, 76, 102, 0, 0, 61, 110, 0, 70, 633, 0, 61, 80, 164]",
7,,,"[0, 0, 0, 17, 2750, 3, 0, 32, 49, 0, 0, 37, 72, 0, 0, 406, 0, 21, 34, 75]",
6,0.1269947811961174,1,,"[313, 314]"
7,,,"[0, 0, 0, 0, 163, 9, 0, 28, 0, 0, 0, 3, 26, 0, 75, 0, 0, 13, 0, 13]",
7,,,"[0, 0, 0, 13, 0, 4, 0, 13, 0, 0, 0, 13, 28, 603, 0, 0, 0, 15, 0, 10]",
5,0.5379852652549744,3,,"[316, 319]"
6,0.8917076587677002,0,,"[317, 318]"
7,,,"[369, 0, 0, 78, 0, 68, 0, 92, 165, 0, 0, 54, 71, 2328, 58, 0, 0, 71, 38, 184]",
7,,,"[0, 0, 0, 85, 0, 71, 104, 72, 268, 0, 0, 49, 98, 0, 55, 121, 0, 47, 52, 140]",
6,0.9489334225654602,0,,"[320, 321]"
7,,,"[0, 0, 0, 48, 0, 17, 0, 16, 0, 0, 0, 26, 53, 0, 0, 0, 0, 3, 0, 49]",
7,,,"[0, 0, 0, 0, 0, 10, 0, 4, 0, 0, 0, 2, 36, 0, 0, 0, 347, 8, 0, 0]",
4,0.8323905169963837,0,,"[323, 330]"
5,0.8189597725868225,0,,"[324, 327]"
6,0.8188513517379761,0,,"[325, 326]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 14, 0, 0, 0, 0, 0, 11, 0, 30]",
7,,,"[0, 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.8223569989204407,0,,"[328, 329]"
7,,,"[0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 12, 2, 0, 0, 0, 0, 19, 65, 0]",
7,,,"[0, 0, 0, 32, 0, 7, 0, 17, 0, 0, 0, 61, 33, 0, 0, 0, 0, 68, 48, 0]",
5,0.15444348752498627,1,,"[331, 334]"
6,-0.7554303407669067,3,,"[332, 333]"
7,,,"[0, 0, 0, 0, 0, 2, 0, 19, 0, 0, 0, 53, 0, 0, 58, 1925, 0, 40, 27, 0]",
7,,,"[0, 0, 0, 46, 0, 4, 0, 24, 0, 0, 0, 22, 29, 0, 0, 128, 0, 101, 67, 40]",
6,-0.05012785643339157,3,,"[335, 336]"
7,,,"[0, 0, 0, 0, 0, 3, 0, 23, 0, 0, 0, 102, 0, 0, 0, 0, 0, 68, 39, 0]",
7,,,"[0, 0, 0, 66, 0, 21, 0, 44, 54, 0, 0, 66, 51, 0, 0, 0, 0, 82, 212, 118]",
2,0.06471146270632744,0,,"[338, 353]"
3,0.04848923720419407,0,,"[339, 340]"
4,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,-0.22092761099338531,3,,"[341, 348]"
5,0.7100155651569366,1,,"[342, 345]"
6,0.7097908556461334,1,,"[343, 344]"
7,,,"[0, 0, 914, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.8214522004127502,2,,"[346, 347]"
7,,,"[0, 0, 996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.7098231315612793,1,,"[349, 352]"
6,0.6622333824634552,1,,"[350, 351]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 1556, 0, 0, 0, 0, 0, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
3,0.8524878323078156,1,,"[354, 369]"
4,-0.9946339726448059,2,,"[355, 362]"
5,0.19213925674557686,0,,"[356, 359]"
6,0.017212719190865755,3,,"[357, 358]"
7,,,"[0, 0, 597, 0, 0, 0, 0, 4, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.5119795203208923,0,,"[360, 361]"
7,,,"[0, 0, 0, 7, 0, 23, 0, 0, 0, 348, 0, 10, 25, 0, 0, 0, 0, 2, 0, 0]",
7,,,"[0, 0, 356, 13, 0, 25, 0, 4, 64, 0, 0, 6, 21, 0, 0, 0, 0, 3, 9, 0]",
5,0.13707144558429718,0,,"[363, 366]"
6,0.06698064878582954,0,,"[364, 365]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 908, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.7909163534641266,3,,"[367, 368]"
7,,,"[0, 0, 0, 6, 0, 0, 590, 6, 190, 320, 149, 32, 1, 0, 0, 0, 0, 19, 7, 0]",
7,,,"[541, 0, 315, 161, 0, 80, 208, 49, 258, 1071, 429, 92, 104, 0, 0, 0, 235, 68, 28, 0]",
4,0.8797326982021332,1,,"[370, 373]"
5,0.5276746600866318,0,,"[371, 372]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,-0.9977693259716034,3,,"[374, 375]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
6,0.6897555887699127,0,,"[376, 377]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1165, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 514, 0, 0, 0, 0, 0, 0, 2, 7, 0]",
1,0.13701417297124863,0,,"[379, 418]"
2,0.06471146270632744,0,,"[380, 395]"
3,0.6582553088665009,1,,"[381, 388]"
4,0.7754978239536285,3,,"[382, 385]"
5,-0.9689670503139496,2,,"[383, 384]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.05075915530323982,0,,"[386, 387]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.6904099881649017,1,,"[389, 390]"
5,,,"[0, 0, 1865, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.11743587255477905,3,,"[391, 394]"
6,0.05468262918293476,0,,"[392, 393]"
7,,,"[0, 0, 1901, 0, 0, 0, 101, 0, 0, 0, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
3,-0.11164246499538422,3,,"[396, 405]"
4,-0.2626894488930702,3,,"[397, 402]"
5,0.5469564348459244,1,,"[398, 401]"
6,0.09209144115447998,0,,"[399, 400]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 618, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.0996314063668251,0,,"[403, 404]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.017212719190865755,3,,"[406, 411]"
5,0.7177800238132477,1,,"[407, 410]"
6,0.0,3,,"[408, 409]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 343, 15, 0, 0, 0, 4, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.5370003432035446,1,,"[412, 415]"
6,0.4258231222629547,1,,"[413, 414]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0]",
6,0.38887612521648407,3,,"[416, 417]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
2,0.8175708055496216,0,,"[419, 446]"
3,0.7793710827827454,1,,"[420, 435]"
4,0.13300977647304535,2,,"[421, 428]"
5,-0.017212719190865755,3,,"[422, 425]"
6,0.5638910830020905,1,,"[423, 424]"
7,,,"[1527, 2150, 0, 872, 568, 509, 527, 1881, 2718, 973, 410, 2043, 240, 1444, 2757, 1196, 595, 1423, 1142, 774]",
7,,,"[746, 0, 0, 107, 0, 49, 594, 58, 576, 1023, 87, 116, 62, 0, 0, 0, 115, 86, 18, 0]",
6,0.48617789149284363,1,,"[426, 427]"
7,,,"[792, 724, 0, 3222, 501, 3227, 2831, 2002, 701, 1809, 0, 1924, 3466, 532, 1583, 581, 3246, 1833, 1064, 3130]",
7,,,"[610, 1814, 0, 301, 0, 644, 296, 247, 63, 1141, 0, 199, 387, 0, 112, 0, 651, 231, 128, 163]",
5,-0.985911637544632,3,,"[429, 432]"
6,0.043769601557869464,1,,"[430, 431]"
7,,,"[174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[156, 0, 0, 0, 0, 3, 0, 5, 0, 0, 0, 22, 0, 0, 74, 0, 0, 22, 83, 0]",
6,0.1419794112443924,1,,"[433, 434]"
7,,,"[0, 0, 0, 11, 0, 13, 0, 45, 0, 0, 0, 32, 48, 0, 56, 0, 0, 190, 607, 36]",
7,,,"[463, 0, 0, 83, 160, 256, 174, 146, 108, 0, 98, 137, 211, 0, 57, 0, 0, 562, 1306, 29]",
4,0.6107960641384125,0,,"[436, 441]"
5,-0.9956719875335693,2,,"[437, 438]"
6,,,"[0, 0, 358, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.5176151692867279,0,,"[439, 440]"
7,,,"[0, 0, 0, 0, 0, 0, 193, 0, 0, 38, 548, 6, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 286, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,-0.0644988901913166,2,,"[442, 445]"
6,0.6897555887699127,0,,"[443, 444]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1051, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 530, 0, 0, 0, 0, 0, 0, 3, 10, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
3,-0.7610971927642822,3,,"[447, 460]"
4,0.04731963574886322,2,,"[448, 455]"
5,0.8190733790397644,0,,"[449, 452]"
6,0.15208079665899277,1,,"[450, 451]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.15478989481925964,1,,"[453, 454]"
7,,,"[0, 0, 0, 0, 0, 1, 0, 21, 0, 0, 0, 50, 0, 0, 57, 1903, 0, 25, 50, 0]",
7,,,"[0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 100, 2, 0, 0, 0, 0, 48, 22, 0]",
5,-0.9950684607028961,3,,"[456, 457]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.9536456763744354,3,,"[458, 459]"
7,,,"[0, 0, 0, 0, 0, 5, 0, 4, 0, 0, 0, 14, 0, 0, 0, 0, 0, 19, 17, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 4, 0, 0, 0, 0, 25, 0, 0]",
4,0.1603609025478363,1,,"[461, 468]"
5,0.146931990981102,1,,"[462, 465]"
6,-0.5524148643016815,3,,"[463, 464]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 15, 4, 0, 0, 278, 0, 16, 0, 0]",
7,,,"[0, 0, 0, 115, 531, 75, 0, 139, 107, 0, 0, 92, 177, 621, 131, 127, 0, 147, 219, 222]",
6,-0.7146469056606293,2,,"[466, 467]"
7,,,"[0, 0, 0, 14, 2964, 5, 0, 43, 67, 0, 0, 24, 69, 0, 0, 536, 0, 28, 28, 58]",
7,,,"[0, 0, 0, 28, 0, 0, 0, 15, 0, 0, 0, 28, 16, 0, 0, 138, 0, 60, 28, 0]",
5,0.5343676209449768,3,,"[469, 472]"
6,0.8916657567024231,0,,"[470, 471]"
7,,,"[339, 0, 0, 99, 0, 53, 0, 88, 165, 0, 0, 52, 78, 2325, 61, 0, 0, 57, 61, 198]",
7,,,"[0, 0, 0, 98, 0, 60, 133, 91, 228, 0, 0, 54, 83, 0, 74, 144, 0, 65, 72, 147]",
6,-0.7721279859542847,2,,"[473, 474]"
7,,,"[0, 0, 0, 28, 0, 19, 0, 9, 0, 0, 0, 14, 76, 0, 0, 0, 342, 6, 0, 51]",
7,,,"[0, 0, 0, 80, 0, 49, 0, 81, 60, 0, 0, 90, 84, 0, 0, 0, 0, 111, 223, 162]",
1,0.6029467582702637,1,,"[476, 539]"
2,0.0,3,,"[477, 508]"
3,0.8175452053546906,0,,"[478, 493]"
4,-0.5807787477970123,3,,"[479, 486]"
5,0.5294588506221771,0,,"[480, 483]"
6,0.15261460840702057,1,,"[481, 482]"
7,,,"[180, 0, 0, 27, 0, 3, 0, 46, 0, 0, 77, 119, 0, 0, 0, 1038, 0, 75, 106, 0]",
7,,,"[611, 0, 0, 115, 170, 48, 276, 136, 104, 333, 166, 328, 7, 287, 0, 0, 115, 204, 171, 30]",
6,0.5346729755401611,0,,"[484, 485]"
7,,,"[0, 679, 0, 0, 0, 4, 0, 7, 0, 0, 0, 22, 6, 0, 0, 0, 0, 18, 22, 0]",
7,,,"[457, 408, 0, 214, 570, 176, 97, 271, 229, 131, 237, 925, 46, 0, 843, 0, 247, 598, 622, 157]",
5,-0.9986298084259033,2,,"[487, 490]"
6,0.784883052110672,0,,"[488, 489]"
7,,,"[0, 0, 0, 62, 0, 63, 0, 87, 116, 70, 0, 36, 39, 0, 171, 0, 0, 43, 81, 148]",
7,,,"[0, 0, 0, 5, 0, 0, 0, 8, 0, 0, 0, 10, 12, 589, 0, 0, 0, 17, 0, 19]",
6,0.5786066055297852,0,,"[491, 492]"
7,,,"[462, 1022, 0, 331, 0, 149, 146, 722, 1505, 363, 0, 329, 92, 0, 847, 133, 116, 319, 151, 177]",
7,,,"[644, 0, 0, 147, 0, 145, 0, 690, 917, 362, 0, 394, 96, 533, 1022, 0, 125, 461, 404, 385]",
4,-0.6518748700618744,2,,"[494, 501]"
5,-0.7382990121841431,2,,"[495, 498]"
6,0.16080200672149658,1,,"[496, 497]"
7,,,"[0, 0, 0, 23, 2145, 19, 0, 116, 162, 0, 0, 35, 36, 606, 51, 448, 0, 41, 70, 12]",
7,,,"[182, 0, 0, 12, 0, 29, 125, 106, 356, 0, 0, 37, 28, 668, 58, 0, 0, 80, 60, 115]",
6,0.25334180891513824,1,,"[499, 500]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 24, 3, 0, 0, 143, 0, 5, 22, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 830, 0, 0, 0, 4, 0, 0]",
5,0.1515587866306305,1,,"[502, 505]"
6,0.9278434813022614,0,,"[503, 504]"
7,,,"[0, 0, 0, 0, 0, 4, 0, 18, 0, 0, 0, 65, 0, 0, 0, 1794, 0, 66, 41, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 76, 0, 0, 4, 0, 0]",
6,0.8190733790397644,0,,"[506, 507]"
7,,,"[0, 0, 0, 0, 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 7, 0, 36, 0, 0, 0, 116, 8, 0, 0, 160, 0, 127, 35, 0]",
3,0.3083554804325104,1,,"[509, 524]"
4,0.11593030393123627,2,,"[510, 517]"
5,0.8187837898731232,0,,"[511, 514]"
6,0.5455619692802429,0,,"[512, 513]"
7,,,"[0, 0, 0, 224, 179, 286, 75, 320, 324, 510, 0, 286, 545, 290, 116, 566, 519, 224, 267, 222]",
7,,,"[481, 0, 0, 849, 350, 1053, 89, 805, 106, 0, 0, 836, 1497, 253, 756, 0, 589, 852, 365, 1830]",
6,0.929940402507782,0,,"[515, 516]"
7,,,"[157, 0, 0, 308, 1275, 146, 0, 152, 0, 0, 0, 149, 375, 835, 63, 719, 0, 161, 174, 500]",
7,,,"[0, 0, 0, 91, 0, 90, 0, 75, 61, 0, 0, 49, 116, 0, 71, 0, 335, 59, 41, 117]",
5,0.3171795457601547,2,,"[518, 521]"
6,0.3008086681365967,2,,"[519, 520]"
7,,,"[158, 0, 0, 43, 0, 62, 0, 50, 0, 0, 0, 18, 123, 0, 0, 0, 0, 184, 459, 136]",
7,,,"[182, 0, 0, 0, 0, 9, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 40, 27, 0]",
6,0.6420309245586395,3,,"[522, 523]"
7,,,"[159, 0, 0, 14, 0, 10, 0, 4, 55, 0, 0, 8, 1, 0, 0, 0, 0, 78, 170, 0]",
7,,,"[0, 0, 0, 0, 0, 42, 0, 57, 67, 0, 0, 0, 50, 0, 49, 0, 0, 203, 739, 22]",
4,0.6084543466567993,3,,"[525, 532]"
5,-0.9412824511528015,2,,"[526, 529]"
6,0.6485585570335388,0,,"[527, 528]"
7,,,"[186, 0, 0, 236, 0, 438, 193, 199, 129, 636, 0, 99, 287, 0, 80, 0, 1245, 123, 58, 338]",
7,,,"[153, 0, 0, 132, 0, 310, 0, 120, 0, 0, 0, 62, 118, 0, 121, 0, 0, 42, 0, 155]",
6,0.5416228175163269,3,,"[530, 531]"
7,,,"[328, 0, 0, 282, 0, 778, 854, 256, 157, 228, 0, 114, 520, 0, 382, 0, 342, 132, 21, 225]",
7,,,"[0, 0, 0, 146, 0, 213, 202, 82, 0, 0, 0, 62, 162, 0, 0, 0, 497, 23, 16, 37]",
5,0.48617789149284363,1,,"[533, 536]"
6,0.41330716013908386,1,,"[534, 535]"
7,,,"[0, 983, 0, 560, 0, 382, 903, 325, 93, 207, 0, 360, 339, 0, 180, 0, 476, 410, 419, 337]",
7,,,"[0, 0, 0, 752, 0, 155, 953, 119, 0, 185, 0, 168, 229, 0, 49, 0, 0, 174, 162, 157]",
6,-0.2428407296538353,2,,"[537, 538]"
7,,,"[0, 1906, 0, 80, 0, 128, 110, 84, 0, 135, 0, 96, 84, 0, 0, 0, 82, 112, 74, 0]",
7,,,"[0, 0, 0, 20, 0, 64, 0, 9, 0, 111, 0, 18, 28, 0, 0, 0, 0, 40, 68, 17]",
2,0.06471146270632744,0,,"[540, 551]"
3,0.6582553088665009,1,,"[541, 542]"
4,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.16900774696841836,3,,"[543, 548]"
5,0.04848923720419407,0,,"[544, 545]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.6904099881649017,1,,"[546, 547]"
7,,,"[0, 0, 1567, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 1940, 0, 0, 0, 177, 0, 0, 0, 354, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.37720441818237305,3,,"[549, 550]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
3,0.8524878323078156,1,,"[552, 567]"
4,0.13705575466156006,0,,"[553, 560]"
5,-0.9935993552207947,2,,"[554, 557]"
6,0.6073921024799347,1,,"[555, 556]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 588, 0, 0, 0, 0, 3, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.3089139759540558,2,,"[558, 559]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 894, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.5149514973163605,0,,"[561, 564]"
6,0.7328880131244659,1,,"[562, 563]"
7,,,"[416, 0, 0, 138, 0, 43, 430, 8, 363, 1576, 0, 81, 85, 0, 0, 0, 255, 32, 22, 0]",
7,,,"[0, 0, 0, 8, 0, 0, 388, 0, 101, 35, 581, 9, 2, 0, 0, 0, 0, 1, 0, 0]",
6,0.766188770532608,1,,"[565, 566]"
7,,,"[154, 0, 0, 61, 0, 81, 0, 65, 70, 102, 0, 64, 61, 0, 0, 0, 0, 36, 37, 0]",
7,,,"[0, 0, 677, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,-0.9648457765579224,3,,"[568, 573]"
5,0.6138209104537964,0,,"[569, 570]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.6778274476528168,0,,"[571, 572]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
5,0.7024252116680145,0,,"[574, 577]"
6,0.6892847716808319,0,,"[575, 576]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 934, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.8526055812835693,2,,"[578, 579]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 12, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
1,0.6039731800556183,1,,"[581, 644]"
2,0.8175708055496216,0,,"[582, 613]"
3,0.47452810406684875,1,,"[583, 598]"
4,0.13300977647304535,2,,"[584, 591]"
5,-0.017212719190865755,3,,"[585, 588]"
6,-0.7236172556877136,3,,"[586, 587]"
7,,,"[631, 0, 0, 168, 575, 159, 193, 212, 153, 297, 295, 965, 18, 313, 315, 1027, 252, 509, 466, 131]",
7,,,"[973, 723, 0, 585, 0, 321, 0, 1561, 2100, 597, 0, 859, 150, 1149, 2033, 140, 101, 884, 494, 581]",
6,0.6870273351669312,3,,"[589, 590]"
7,,,"[499, 0, 0, 1163, 173, 2553, 1207, 1039, 512, 1452, 0, 613, 2244, 272, 794, 148, 2166, 615, 170, 1803]",
7,,,"[318, 1048, 0, 2000, 354, 634, 1721, 985, 242, 384, 0, 1244, 1116, 282, 724, 443, 936, 1181, 830, 1235]",
5,0.16704543679952621,2,,"[592, 595]"
6,0.9886409640312195,3,,"[593, 594]"
7,,,"[522, 0, 0, 11, 0, 6, 0, 13, 0, 0, 0, 12, 7, 0, 66, 0, 0, 32, 145, 50]",
7,,,"[0, 0, 0, 8, 0, 16, 0, 17, 0, 0, 0, 8, 18, 0, 0, 0, 0, 28, 36, 0]",
6,-0.9679019451141357,3,,"[596, 597]"
7,,,"[0, 0, 0, 0, 164, 1, 0, 0, 0, 0, 0, 26, 0, 0, 69, 0, 0, 19, 30, 0]",
7,,,"[327, 0, 0, 60, 0, 201, 165, 172, 77, 0, 73, 79, 176, 0, 41, 0, 0, 677, 1645, 46]",
4,0.514153242111206,0,,"[599, 606]"
5,0.6084543466567993,3,,"[600, 603]"
6,0.6008983552455902,1,,"[601, 602]"
7,,,"[195, 0, 0, 153, 0, 424, 410, 178, 434, 200, 91, 221, 204, 0, 188, 0, 212, 152, 159, 163]",
7,,,"[331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.576897382736206,1,,"[604, 605]"
7,,,"[0, 0, 0, 101, 0, 166, 116, 88, 0, 48, 0, 83, 86, 0, 0, 0, 0, 124, 100, 15]",
7,,,"[0, 725, 0, 7, 0, 13, 0, 0, 0, 67, 0, 6, 3, 0, 0, 0, 0, 10, 43, 0]",
5,0.6349033415317535,0,,"[607, 610]"
6,0.5635644495487213,1,,"[608, 609]"
7,,,"[0, 2428, 0, 74, 0, 15, 104, 37, 46, 129, 0, 25, 32, 0, 0, 0, 611, 27, 56, 32]",
7,,,"[461, 0, 0, 0, 0, 18, 0, 11, 0, 0, 0, 13, 15, 0, 0, 0, 0, 20, 20, 0]",
6,-0.9087839722633362,2,,"[611, 612]"
7,,,"[0, 0, 0, 7, 0, 21, 0, 6, 0, 0, 0, 3, 42, 0, 256, 0, 0, 14, 0, 29]",
