depth,threshold,feature,value,branches
7,,,"[0, 0, 0, 35, 0, 20, 0, 40, 0, 36, 0, 44, 84, 0, 81, 0, 0, 43, 30, 0]",
3,0.1603609025478363,1,,"[614, 629]"
4,-0.7382990121841431,2,,"[615, 622]"
5,0.14071009308099747,1,,"[616, 619]"
6,0.9118351340293884,0,,"[617, 618]"
7,,,"[0, 0, 0, 64, 207, 48, 0, 65, 96, 0, 0, 37, 79, 0, 69, 0, 0, 64, 54, 130]",
7,,,"[0, 0, 0, 0, 165, 8, 0, 40, 0, 0, 0, 13, 37, 666, 67, 0, 0, 16, 0, 37]",
6,0.1514812931418419,1,,"[620, 621]"
7,,,"[0, 0, 0, 0, 1288, 16, 0, 21, 0, 0, 0, 19, 11, 0, 0, 693, 0, 9, 49, 20]",
7,,,"[0, 0, 0, 11, 1659, 1, 0, 36, 53, 0, 0, 28, 59, 0, 0, 0, 0, 20, 7, 61]",
5,0.6870273351669312,3,,"[623, 626]"
6,0.8323905169963837,0,,"[624, 625]"
7,,,"[0, 0, 0, 0, 243, 0, 0, 5, 0, 0, 0, 34, 3, 0, 0, 0, 0, 27, 16, 0]",
7,,,"[0, 0, 0, 0, 0, 1, 0, 42, 0, 0, 0, 76, 0, 0, 54, 2297, 0, 48, 42, 0]",
6,0.8206572532653809,0,,"[627, 628]"
7,,,"[0, 0, 0, 0, 175, 1, 0, 17, 0, 0, 0, 14, 4, 0, 0, 0, 0, 14, 4, 0]",
7,,,"[0, 0, 0, 75, 0, 10, 0, 49, 0, 0, 0, 54, 73, 0, 0, 138, 0, 119, 131, 33]",
4,0.8916657567024231,0,,"[630, 637]"
5,0.5343676209449768,3,,"[631, 634]"
6,0.31006596982479095,1,,"[632, 633]"
7,,,"[187, 0, 0, 93, 0, 63, 0, 94, 187, 0, 0, 106, 82, 2434, 55, 0, 0, 90, 54, 188]",
7,,,"[157, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0]",
6,0.21379291266202927,1,,"[635, 636]"
7,,,"[0, 0, 0, 0, 0, 23, 0, 28, 0, 0, 0, 39, 51, 0, 0, 0, 0, 30, 31, 104]",
7,,,"[0, 0, 0, 90, 0, 8, 0, 13, 0, 0, 0, 21, 21, 0, 0, 0, 0, 12, 56, 11]",
5,0.5379852652549744,3,,"[638, 641]"
6,0.8978236615657806,0,,"[639, 640]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 11, 11, 0, 0, 129, 0, 10, 12, 0]",
7,,,"[0, 0, 0, 91, 0, 73, 99, 118, 240, 0, 0, 91, 72, 0, 59, 0, 0, 108, 117, 147]",
6,0.6354087889194489,3,,"[642, 643]"
7,,,"[0, 0, 0, 0, 0, 8, 0, 3, 53, 0, 0, 1, 31, 0, 0, 0, 379, 2, 0, 15]",
7,,,"[0, 0, 0, 26, 0, 28, 0, 32, 0, 0, 0, 51, 38, 0, 0, 0, 0, 70, 101, 70]",
2,-0.7382990121841431,2,,"[645, 668]"
3,0.06471146270632744,0,,"[646, 655]"
4,0.04848923720419407,0,,"[647, 648]"
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,-0.9246903657913208,2,,"[649, 652]"
6,0.16900774696841836,3,,"[650, 651]"
7,,,"[0, 0, 1598, 0, 0, 0, 0, 0, 0, 0, 326, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.7100155651569366,1,,"[653, 654]"
7,,,"[0, 0, 923, 0, 0, 0, 192, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 1322, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,-0.9946339726448059,2,,"[656, 661]"
5,0.7269603312015533,1,,"[657, 660]"
6,0.617524653673172,1,,"[658, 659]"
7,,,"[0, 0, 305, 0, 0, 8, 0, 6, 0, 41, 325, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 21, 0, 29, 0, 4, 63, 306, 68, 12, 49, 0, 0, 0, 0, 3, 12, 0]",
6,,,"[0, 0, 684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.635536402463913,0,,"[662, 665]"
6,-0.6616101264953613,3,,"[663, 664]"
7,,,"[0, 0, 281, 13, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 128, 0, 64, 100, 44, 258, 643, 964, 65, 91, 0, 0, 0, 103, 46, 15, 0]",
6,-0.6419596076011658,3,,"[666, 667]"
7,,,"[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 804, 0, 0, 0, 0, 0, 0, 0, 10, 0]",
3,0.6325340867042542,0,,"[669, 684]"
4,-0.7909163534641266,3,,"[670, 677]"
5,0.13705575466156006,0,,"[671, 674]"
6,-0.3089139759540558,2,,"[672, 673]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 3, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.3453995883464813,0,,"[675, 676]"
7,,,"[0, 0, 0, 11, 0, 0, 396, 0, 90, 0, 60, 7, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 2, 196, 3, 190, 357, 175, 29, 0, 0, 0, 0, 0, 17, 12, 0]",
5,-0.6320097744464874,2,,"[678, 681]"
6,-0.6901478171348572,2,,"[679, 680]"
7,,,"[0, 0, 0, 9, 0, 3, 105, 2, 0, 150, 0, 5, 5, 0, 0, 0, 109, 7, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 0, 5, 0, 0, 0, 0, 0, 6, 7, 0]",
6,0.516960471868515,0,,"[682, 683]"
7,,,"[408, 0, 0, 13, 0, 3, 0, 3, 0, 122, 0, 7, 2, 0, 0, 0, 0, 10, 22, 0]",
7,,,"[0, 0, 0, 9, 0, 26, 0, 8, 0, 0, 0, 7, 7, 0, 0, 0, 0, 13, 0, 0]",
4,0.7027954757213593,0,,"[685, 686]"
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 579, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,-0.6559642851352692,2,,"[687, 688]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
1,0.13691896200180054,0,,"[690, 725]"
2,0.6103869080543518,1,,"[691, 710]"
3,0.06818803399801254,0,,"[692, 695]"
4,-0.5999357551336288,2,,"[693, 694]"
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",
5,,,"[0, 323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.12010650709271431,0,,"[696, 703]"
5,0.10556166991591454,0,,"[697, 700]"
6,0.09674360230565071,0,,"[698, 699]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]",
6,0.5376165360212326,1,,"[701, 702]"
7,,,"[0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 431, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,-0.9109944999217987,2,,"[704, 707]"
6,-0.13715166598558426,3,,"[705, 706]"
7,,,"[0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.4801484942436218,1,,"[708, 709]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
3,-0.6319238841533661,2,,"[711, 720]"
4,0.7359557747840881,1,,"[712, 719]"
5,0.6904099881649017,1,,"[713, 716]"
6,0.05913550592958927,0,,"[714, 715]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 2158, 0, 0, 0, 0, 2, 0, 0, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.7097208499908447,1,,"[717, 718]"
7,,,"[0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 501, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 2058, 0, 0, 0, 60, 0, 0, 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.11161434650421143,0,,"[721, 724]"
5,0.09045758470892906,0,,"[722, 723]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
2,0.8175708055496216,0,,"[726, 751]"
3,0.7788071930408478,1,,"[727, 742]"
4,0.582980215549469,1,,"[728, 735]"
5,0.13300977647304535,2,,"[729, 732]"
6,-0.793542206287384,2,,"[730, 731]"
7,,,"[1823, 1044, 0, 1627, 206, 3098, 1661, 2582, 3091, 2043, 100, 1382, 2389, 1382, 2992, 271, 2939, 1422, 743, 2477]",
7,,,"[1147, 3590, 0, 2530, 962, 1207, 2180, 1638, 607, 954, 311, 2748, 1590, 579, 1526, 1485, 1363, 2088, 1551, 1622]",
6,-0.985911637544632,3,,"[733, 734]"
7,,,"[343, 0, 0, 0, 0, 7, 0, 5, 0, 0, 0, 21, 0, 0, 66, 0, 0, 13, 82, 0]",
7,,,"[476, 0, 0, 70, 156, 260, 177, 151, 108, 0, 94, 129, 224, 0, 93, 0, 0, 686, 1731, 69]",
5,0.28549283742904663,0,,"[736, 739]"
6,0.620857834815979,1,,"[737, 738]"
7,,,"[499, 0, 0, 30, 0, 7, 0, 0, 112, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 50, 0, 0, 96, 0, 96, 0, 0, 20, 11, 0, 0, 0, 0, 0, 0, 0]",
6,0.6845410764217377,1,,"[740, 741]"
7,,,"[455, 0, 0, 66, 0, 159, 432, 70, 175, 1916, 0, 98, 99, 0, 0, 0, 233, 82, 67, 0]",
7,,,"[0, 0, 0, 56, 0, 26, 101, 16, 185, 62, 90, 38, 46, 0, 0, 0, 0, 36, 23, 0]",
4,-0.9956719875335693,2,,"[743, 744]"
5,,,"[0, 0, 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.8536058068275452,1,,"[745, 748]"
6,0.5176151692867279,0,,"[746, 747]"
7,,,"[0, 0, 0, 0, 0, 0, 193, 0, 0, 43, 475, 8, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.6107960641384125,0,,"[749, 750]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1614, 0, 0, 0, 0, 0, 0, 2, 14, 0]",
3,-0.7610971927642822,3,,"[752, 767]"
4,0.8323674201965332,0,,"[753, 760]"
5,-0.8038609623908997,3,,"[754, 757]"
6,-0.055865219328552485,2,,"[755, 756]"
7,,,"[0, 0, 0, 0, 0, 1, 0, 12, 0, 0, 0, 35, 0, 0, 0, 0, 0, 11, 9, 0]",
7,,,"[0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 15, 0, 0]",
6,0.8203199803829193,0,,"[758, 759]"
7,,,"[0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 0, 0, 0, 0, 0, 0, 0]",
5,0.15408732742071152,1,,"[761, 764]"
6,0.9277570247650146,0,,"[762, 763]"
7,,,"[0, 0, 0, 0, 0, 1, 0, 18, 0, 0, 0, 38, 0, 0, 0, 1923, 0, 32, 27, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 55, 0, 0, 8, 0, 0]",
6,0.18824123591184616,1,,"[765, 766]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 11, 0, 0, 0, 0, 0, 17, 37, 0]",
7,,,"[0, 0, 0, 0, 0, 3, 0, 15, 0, 0, 0, 80, 0, 0, 0, 0, 0, 73, 7, 0]",
4,0.1603609025478363,1,,"[768, 775]"
5,0.146931990981102,1,,"[769, 772]"
6,0.911913275718689,0,,"[770, 771]"
7,,,"[0, 0, 0, 131, 372, 68, 0, 116, 124, 0, 0, 71, 123, 0, 69, 472, 0, 113, 187, 157]",
7,,,"[0, 0, 0, 0, 170, 11, 0, 42, 0, 0, 0, 10, 50, 586, 62, 0, 0, 24, 0, 34]",
6,0.3856491148471832,3,,"[773, 774]"
7,,,"[0, 0, 0, 11, 2485, 8, 0, 42, 55, 0, 0, 25, 21, 0, 0, 275, 0, 32, 21, 19]",
7,,,"[0, 0, 0, 35, 378, 4, 0, 22, 0, 0, 0, 39, 56, 0, 0, 384, 0, 53, 46, 39]",
5,-0.6744186580181122,3,,"[776, 779]"
6,0.25334180891513824,1,,"[777, 778]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 9, 5, 0, 0, 0, 0, 8, 12, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 895, 0, 0, 0, 3, 0, 0]",
6,0.8916657567024231,0,,"[780, 781]"
7,,,"[351, 0, 0, 161, 0, 85, 0, 116, 179, 0, 0, 109, 154, 1549, 53, 0, 0, 104, 127, 346]",
7,,,"[0, 0, 0, 121, 0, 128, 120, 141, 267, 0, 0, 78, 157, 0, 53, 120, 343, 123, 180, 227]",
1,0.6039731800556183,1,,"[783, 846]"
2,0.8175708055496216,0,,"[784, 815]"
3,0.13300977647304535,2,,"[785, 800]"
4,-0.793542206287384,2,,"[786, 793]"
5,0.5578296184539795,1,,"[787, 790]"
6,0.7209413349628448,0,,"[788, 789]"
7,,,"[1493, 368, 0, 1430, 163, 2598, 1473, 2173, 2518, 2009, 94, 983, 1950, 562, 2668, 260, 2413, 1029, 608, 1540]",
7,,,"[0, 0, 0, 179, 0, 377, 123, 410, 363, 0, 0, 260, 434, 804, 186, 0, 446, 321, 94, 890]",
6,0.5266682803630829,0,,"[791, 792]"
7,,,"[495, 0, 0, 62, 0, 132, 0, 65, 113, 103, 71, 63, 84, 0, 115, 0, 0, 50, 13, 43]",
7,,,"[164, 600, 0, 0, 0, 14, 0, 10, 0, 0, 0, 4, 10, 0, 0, 0, 108, 3, 0, 31]",
5,-0.7693863213062286,3,,"[794, 797]"
6,-0.10737737268209457,2,,"[795, 796]"
7,,,"[304, 0, 0, 154, 385, 140, 330, 182, 269, 406, 162, 808, 23, 310, 319, 766, 232, 408, 420, 115]",
7,,,"[470, 0, 0, 28, 0, 20, 0, 14, 66, 26, 57, 165, 3, 0, 128, 0, 0, 108, 122, 19]",
6,0.47452810406684875,1,,"[798, 799]"
7,,,"[287, 1525, 0, 2163, 527, 860, 1675, 1270, 275, 429, 86, 1587, 1397, 262, 1078, 717, 1112, 1328, 918, 1428]",
7,,,"[176, 2482, 0, 196, 0, 142, 99, 175, 0, 206, 0, 153, 177, 0, 0, 0, 77, 209, 137, 42]",
4,-0.985911637544632,3,,"[801, 808]"
5,0.1500498354434967,2,,"[802, 805]"
6,0.07202010584296659,1,,"[803, 804]"
7,,,"[183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 8, 46, 0]",
6,0.436813622713089,0,,"[806, 807]"
7,,,"[163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 5, 0, 0, 86, 0, 0, 9, 15, 0]",
5,-0.9634348750114441,3,,"[809, 812]"
6,-0.9720821976661682,3,,"[810, 811]"
7,,,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 11, 28, 0]",
7,,,"[0, 0, 0, 0, 144, 0, 0, 2, 0, 0, 0, 22, 0, 0, 64, 0, 0, 5, 20, 0]",
6,0.1418948620557785,1,,"[813, 814]"
7,,,"[0, 0, 0, 17, 0, 15, 0, 37, 0, 0, 0, 26, 44, 0, 0, 0, 0, 162, 553, 16]",
7,,,"[446, 0, 0, 83, 0, 263, 163, 143, 124, 0, 80, 85, 160, 0, 47, 0, 0, 595, 1285, 44]",
3,-0.6518748700618744,2,,"[816, 831]"
4,-0.6744186580181122,3,,"[817, 824]"
5,0.25248534977436066,1,,"[818, 821]"
6,-0.7265805900096893,2,,"[819, 820]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 138, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 17, 7, 0, 0, 0, 0, 8, 28, 0]",
6,0.8787107169628143,0,,"[822, 823]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 848, 0, 0, 0, 4, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0]",
5,0.16080200672149658,1,,"[825, 828]"
6,-0.9998148083686829,2,,"[826, 827]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 306, 0, 0, 0, 8, 0, 23]",
7,,,"[0, 0, 0, 92, 3565, 78, 0, 164, 170, 0, 0, 100, 216, 332, 138, 826, 0, 83, 104, 228]",
6,0.8916657567024231,0,,"[829, 830]"
7,,,"[341, 0, 0, 138, 0, 74, 0, 96, 203, 0, 0, 79, 109, 1439, 60, 0, 0, 49, 42, 249]",
7,,,"[0, 0, 0, 98, 0, 96, 110, 115, 230, 0, 0, 44, 128, 0, 55, 132, 364, 67, 50, 146]",
4,-0.7610971927642822,3,,"[832, 839]"
5,0.8190733790397644,0,,"[833, 836]"
6,0.8188513517379761,0,,"[834, 835]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0]",
7,,,"[0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.15408732742071152,1,,"[837, 838]"
7,,,"[0, 0, 0, 0, 0, 3, 0, 27, 0, 0, 0, 68, 3, 0, 57, 1974, 0, 39, 35, 0]",
7,,,"[0, 0, 0, 0, 0, 6, 0, 25, 0, 0, 0, 117, 1, 0, 0, 0, 0, 99, 37, 0]",
5,0.2511807605624199,2,,"[840, 843]"
6,0.9804601073265076,3,,"[841, 842]"
7,,,"[0, 0, 0, 93, 0, 14, 0, 88, 0, 0, 0, 95, 61, 0, 0, 131, 0, 88, 110, 193]",
7,,,"[0, 0, 0, 57, 0, 8, 0, 36, 0, 0, 0, 29, 36, 0, 0, 0, 0, 83, 105, 14]",
6,0.7666304409503937,2,,"[844, 845]"
7,,,"[0, 0, 0, 0, 0, 5, 0, 6, 0, 0, 0, 2, 5, 0, 0, 0, 0, 74, 135, 0]",
7,,,"[0, 0, 0, 17, 0, 2, 0, 0, 70, 0, 0, 1, 0, 0, 0, 0, 0, 24, 48, 0]",
2,0.06471146270632744,0,,"[847, 856]"
3,-0.9972977340221405,2,,"[848, 849]"
4,,,"[0, 0, 601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.06312761828303337,0,,"[850, 855]"
5,0.6582553088665009,1,,"[851, 852]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.04848923720419407,0,,"[853, 854]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 2992, 0, 0, 0, 183, 0, 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
3,0.6391023695468903,0,,"[857, 872]"
4,0.13705575466156006,0,,"[858, 865]"
5,0.08538692817091942,0,,"[859, 862]"
6,0.21809665858745575,3,,"[860, 861]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 386, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.9822655916213989,2,,"[863, 864]"
7,,,"[0, 0, 613, 0, 0, 0, 0, 4, 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 582, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.5148679316043854,0,,"[866, 869]"
6,0.7328880131244659,1,,"[867, 868]"
7,,,"[312, 0, 0, 111, 0, 46, 436, 8, 371, 1635, 0, 89, 93, 0, 0, 0, 230, 34, 37, 0]",
7,,,"[0, 0, 0, 6, 0, 0, 368, 0, 108, 44, 598, 5, 0, 0, 0, 0, 0, 1, 0, 0]",
6,0.7662684619426727,1,,"[870, 871]"
7,,,"[141, 0, 0, 70, 0, 80, 0, 50, 72, 101, 0, 71, 60, 0, 0, 0, 0, 66, 21, 0]",
7,,,"[0, 0, 617, 0, 0, 0, 0, 0, 64, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.6897555887699127,0,,"[873, 876]"
5,-0.9977693259716034,3,,"[874, 875]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1077, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.9308959543704987,1,,"[877, 878]"
6,,,"[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,0.016438186168670654,3,,"[879, 880]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 419, 0, 0, 0, 0, 0, 0, 3, 0, 0]",
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 6, 0]",
1,0.13701417297124863,0,,"[882, 907]"
2,0.6103869080543518,1,,"[883, 892]"
3,0.5458488315343857,1,,"[884, 891]"
4,0.06715241074562073,0,,"[885, 886]"
5,,,"[0, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,0.4258231222629547,1,,"[887, 888]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0]",
6,0.11202770844101906,0,,"[889, 890]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0]",
7,,,"[0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0]",
4,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 480, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
3,-0.761193037033081,3,,"[893, 898]"
4,0.11161434650421143,0,,"[894, 897]"
5,-0.3170033246278763,2,,"[895, 896]"
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 247, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
4,0.7359557747840881,1,,"[899, 906]"
5,-0.24643681198358536,3,,"[900, 903]"
6,0.7100155651569366,1,,"[901, 902]"
7,,,"[0, 0, 856, 0, 0, 0, 160, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 1303, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
6,-0.12020359188318253,3,,"[904, 905]"
7,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 378, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
7,,,"[0, 0, 2160, 0, 0, 0, 0, 4, 0, 0, 715, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
5,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
2,0.7793710827827454,1,,"[908, 939]"
3,0.0,3,,"[909, 924]"
4,0.8175452053546906,0,,"[910, 917]"
5,0.5638910830020905,1,,"[911, 914]"
6,0.47439493238925934,1,,"[912, 913]"
7,,,"[1842, 745, 0, 802, 663, 481, 206, 1830, 2334, 966, 379, 1967, 206, 1486, 2544, 1140, 352, 1526, 1325, 814]",
7,,,"[0, 1326, 0, 129, 0, 88, 308, 121, 428, 56, 91, 148, 46, 0, 417, 0, 233, 120, 183, 95]",
6,0.620857834815979,1,,"[915, 916]"
7,,,"[770, 0, 0, 28, 0, 22, 0, 33, 161, 315, 0, 63, 1, 0, 0, 0, 0, 35, 31, 0]",
7,,,"[0, 0, 0, 87, 0, 34, 632, 29, 446, 807, 76, 71, 57, 0, 0, 0, 116, 38, 11, 0]",
5,-0.6518748700618744,2,,"[918, 921]"
6,0.16080200672149658,1,,"[919, 920]"
